region_index,census_tracts_geoids
117,"53011040511,53011040504,53011040603"
87,"53015001300,53015001200,53015001700,53015002004,53015002003"
20,"53027001601,53027000201"
374,53071920100
74,"53067011822,53067011821,53067012730,53067011000,53067011810,53067010910,53067010920,53067010801"
249,"53007960502,53007961304"
36,53009990100
54,53009001500
289,"53077001901,53005011702,53005011701,53077001902"
113,"53057950100,53057940700,53057940500,53057940302,53057940401,53057940802,53057940403,53057940301,53057950801,53057940402,53057940600,53057990100"
141,"53033024902,53033032327,53033032328,53033024901,53033024800,53033032207,53033022702,53033032316,53033022603,53033022604,53033022605,53033022606,53033022701,53033023100,53033023201,53033023300,53033023401,53033022703,53033022802,53033022803,53033022901,53033023500,53033023601,53033023603,53033023604,53033022006,53033032211,53033032317,53033032318,53033032323,53033032325,53033032324,53033022005,53033022902,53033023000,53033025007,53033032216,53033032331,53033022205,53033032224,53033023901,53033025201,53033032218,53033032225,53033022501,53033025304,53033024002,53033022804,53033022502,53033023805,53033032217,53033023902,53033025401,53033022402,53033022401,53033032219,53033025104,53033023801,53033024100,53033024400,53033024500,53033024701,53033025001,53033025101,53033032223,53033024904,53033024704,53033025103,53033025303,53033025402,53033024905,53033032220,53033025008,53033024703,53033032332,53033022805,53033032222,53033024001,53033023806,53033032330,53033025202,53033032333,53033032313,53033032103,53033023202,53033025500,53033032104,53033023404,53033023403,53033025005,53033025302,53033025006,53033023702,53033023807,53033023701,53033023808"
65,"53009001800,53009001400,53009001600,53009001702,53009001701"
245,"53077001300,53077001400,53077001100,53077940001,53077001201,53077001702,53077002803,53077940007,53077940008,53077001202,53077000902"
459,"53003960600,53003960300,53003960500,53003960400"
427,53065950101
444,53003960200
55,"53009001200,53009001300,53009000700,53009001100,53009000800,53009000900,53009001000"
348,53021020802
247,"53037975202,53037975404,53037975403,53037975500,53037975600,53037975402"
402,53013960200
14,"53009000300,53009002400"
440,53065950600
