origin,destination,demographic_o,demographic_d,population_o,population_d,flow
53041971500,53053071806,,0.9538,,3989.0,84.0
53041971500,53053072000,,0.96,,4505.0,84.0
53041971500,53053072311,,0.7957,,5412.0,84.0
53041971500,53053072800,,,,,84.0
53041971500,53053073001,,0.317,,6528.0,84.0
53041971500,53053940002,,0.8313,,4393.0,84.0
53041971500,53061041811,,,,,84.0
53041971500,53061051701,,0.8452,,6955.0,105.0
53041971500,53061051702,,0.4891,,4355.0,84.0
53041971500,53061053102,,0.3553,,4910.0,84.0
53041971500,53063003500,,0.7696,,2671.0,84.0
53041971500,53063013700,,0.5428,,3128.0,84.0
53041971500,53067011200,,0.8774,,5317.0,845.0
53041971500,53067011500,,0.7598,,6649.0,253.0
53041971500,53067012221,,0.3475,,7408.0,84.0
53041971500,53067012330,,0.6891,,5311.0,84.0
53041971500,53067012412,,0.609,,5917.0,253.0
53041971500,53075000400,,0.5841,,4467.0,84.0
53041971500,53077000100,,0.9964,,3108.0,126.0
53041971700,53015000704,0.3623,,4283.0,,102.0
53041971700,53015000800,0.3623,,4283.0,,102.0
53041971700,53015002002,0.3623,,4283.0,,643.0
53041971700,53041971500,0.3623,,4283.0,,514.0
53041971700,53077000300,0.3623,,4283.0,,231.0
53041971800,53015002002,0.3249,,3882.0,,105.0
53041971800,53033026100,0.3249,,3882.0,,105.0
53041971800,53053071410,0.3249,,3882.0,,105.0
53041971800,53053071602,0.3249,,3882.0,,105.0
53041971800,53067011900,0.3249,,3882.0,,105.0
53045940000,53045960200,0.798,,746.0,,644.0
53045960200,53009001700,,,,,87.0
53045960200,53009001900,,,,,87.0
53045960200,53009002000,,,,,175.0
53045960200,53009002100,,0.9236,,3664.0,109.0
53045960200,53027000200,,,,,285.0
53045960200,53027000400,,,,,659.0
53045960200,53027000500,,,,,923.0
53045960200,53027000800,,0.3237,,4527.0,197.0
53045960200,53031950601,,,,,351.0
53045960200,53031950702,,0.677,,2368.0,87.0
53045960200,53033008100,,,,,109.0
53045960200,53033022005,,0.3886,,4862.0,87.0
53045960200,53033031502,,0.2269,,4740.0,109.0
53045960200,53033032704,,0.6381,,7606.0,87.0
53045960200,53035090201,,0.1143,,5214.0,87.0
53045960200,53045940000,,0.798,,746.0,813.0
53045960200,53045960200,,,,,3188.0
53045960200,53045960600,,0.7186,,4610.0,6442.0
53045960200,53045960700,,0.8571,,2009.0,2154.0
53045960200,53045960800,,0.9979,,3863.0,2990.0
53045960200,53045960900,,0.8182,,4859.0,769.0
53045960200,53045961300,,0.5782,,3760.0,813.0
53045960200,53053061100,,0.4746,,6130.0,263.0
53045960200,53053061400,,0.8935,,3332.0,87.0
53045960200,53053063400,,,,,87.0
53045960200,53053071806,,0.9538,,3989.0,175.0
53045960200,53053071807,,0.9097,,3383.0,87.0
53045960200,53053072000,,0.96,,4505.0,87.0
53045960200,53053072313,,0.091,,4312.0,87.0
53045960200,53053072903,,0.4966,,6744.0,109.0
53045960200,53061052004,,0.4246,,6656.0,87.0
53045960200,53063003500,,0.7696,,2671.0,263.0
53045960200,53063003600,,,,,87.0
53045960200,53063013700,,0.5428,,3128.0,87.0
53045960200,53063014001,,0.6018,,5326.0,87.0
53045960200,53067011200,,0.8774,,5317.0,373.0
53045960200,53067011410,,0.6242,,5657.0,87.0
53045960200,53067011500,,0.7598,,6649.0,263.0
53045960200,53067011900,,,,,527.0
53045960200,53067012222,,,,,175.0
53045960200,53067012330,,0.6891,,5311.0,263.0
53045960200,53067012412,,0.609,,5917.0,175.0
53045960600,53027000200,0.7186,,4610.0,,169.0
53045960600,53027000400,0.7186,,4610.0,,84.0
53045960600,53027000500,0.7186,,4610.0,,169.0
53045960600,53033005302,0.7186,,4610.0,,84.0
53045960600,53033007200,0.7186,,4610.0,,211.0
53045960600,53033008100,0.7186,,4610.0,,169.0
53045960600,53041971500,0.7186,,4610.0,,84.0
53045960600,53045960200,0.7186,,4610.0,,317.0
53045960600,53053063400,0.7186,,4610.0,,84.0
53045960600,53061041903,0.7186,,4610.0,,84.0
53045960600,53067011900,0.7186,,4610.0,,507.0
53045960700,53027000400,0.8571,,2009.0,,74.0
53045960700,53031950601,0.8571,,2009.0,,205.0
53045960700,53067011610,0.8571,,2009.0,,74.0
53045960800,53009001700,0.9979,,3863.0,,78.0
53045960800,53037975100,0.9979,,3863.0,,78.0
53045960800,53045960200,0.9979,,3863.0,,78.0
53045960800,53053072906,0.9979,,3863.0,,78.0
53045960800,53067012222,0.9979,,3863.0,,78.0
53045960900,53027000200,0.8182,,4859.0,,82.0
53045960900,53027000400,0.8182,,4859.0,,82.0
53045960900,53027000500,0.8182,,4859.0,,82.0
53045960900,53033008100,0.8182,,4859.0,,329.0
53045960900,53041971500,0.8182,,4859.0,,82.0
53045960900,53045960200,0.8182,,4859.0,,82.0
53045960900,53053072505,0.8182,,4859.0,,246.0
53045960900,53053072800,0.8182,,4859.0,,164.0
53045960900,53053072906,0.8182,,4859.0,,82.0
53045960900,53061041806,0.8182,,4859.0,,82.0
53045960900,53067011610,0.8182,,4859.0,,82.0
53045960900,53067011900,0.8182,,4859.0,,82.0
53045960900,53067012310,0.8182,,4859.0,,329.0
53045960900,53073940000,0.8182,,4859.0,,164.0
53045961300,53027000200,0.5782,,3760.0,,108.0
53045961300,53045960200,0.5782,,3760.0,,217.0
53045961300,53053072905,0.5782,,3760.0,,108.0
53045961300,53063004700,0.5782,,3760.0,,108.0
53045961300,53067011420,0.5782,,3760.0,,108.0
53045961300,53067011900,0.5782,,3760.0,,707.0
53045961300,53067012222,0.5782,,3760.0,,108.0
53047940100,53017950100,0.8773,,2808.0,,191.0
53047940100,53033008100,0.8773,,2808.0,,383.0
53047940100,53063004000,0.8773,,2808.0,,191.0
53047970700,53007960802,0.8827,,4173.0,,573.0
53047970700,53007961100,0.8827,,4173.0,,114.0
53047970700,53017950100,0.8827,,4173.0,,229.0
53047970700,53033005302,0.8827,,4173.0,,114.0
53047970700,53037975100,0.8827,,4173.0,,114.0
53047970700,53063002500,0.8827,,4173.0,,602.0
53047970800,53007960802,0.9349,,5144.0,,1648.0
53047970800,53007961000,0.9349,,5144.0,,137.0
53047970800,53017950100,0.9349,,5144.0,,618.0
53047970800,53033004100,0.9349,,5144.0,,137.0
53047970800,53033023700,0.9349,,5144.0,,137.0
53047970800,53037975100,0.9349,,5144.0,,137.0
53047970800,53063002500,0.9349,,5144.0,,137.0
53047971000,53007960802,0.7023,,4127.0,,681.0
53047971000,53007961000,0.7023,,4127.0,,340.0
53047971000,53007961100,0.7023,,4127.0,,272.0
53047971000,53027000500,0.7023,,4127.0,,136.0
53047971000,53033004400,0.7023,,4127.0,,136.0
53047971000,53033005400,0.7023,,4127.0,,136.0
53047971000,53071920300,0.7023,,4127.0,,136.0
53049950200,53027000400,0.7743,,4988.0,,541.0
53049950200,53027000500,0.7743,,4988.0,,240.0
53049950200,53037975100,0.7743,,4988.0,,120.0
53049950200,53063013500,0.7743,,4988.0,,210.0
53049950200,53067012222,0.7743,,4988.0,,240.0
53049950200,53075000600,0.7743,,4988.0,,120.0
53049950600,53011040508,0.7099,,1315.0,,62.0
53049950600,53049950700,0.7099,,1315.0,,62.0
53049950600,53067011610,0.7099,,1315.0,,62.0
53049950700,53011040803,,0.5632,,5139.0,71.0
53049950700,53011041009,,0.722,,3769.0,71.0
53049950700,53015000400,,0.7083,,4084.0,71.0
53049950700,53015002100,,0.7788,,4306.0,374.0
53049950700,53027000500,,,,,71.0
53049950700,53039950300,,,,,71.0
53049950700,53049950200,,0.7743,,4988.0,142.0
53049950700,53049950600,,0.7099,,1315.0,3229.0
53049950700,53049950700,,,,,1623.0
53049950700,53067012320,,0.4178,,3161.0,107.0
53051970200,53033007100,0.5788,,2824.0,,230.0
53051970200,53033008100,0.5788,,2824.0,,345.0
53051970200,53063000200,0.5788,,2824.0,,115.0
53051970200,53063002500,0.5788,,2824.0,,115.0
53051970200,53063013202,0.5788,,2824.0,,144.0
53051970400,53063000300,0.4077,,2682.0,,89.0
53051970400,53063011300,0.4077,,2682.0,,89.0
53051970400,53063013000,0.4077,,2682.0,,89.0
53051970400,53063013100,0.4077,,2682.0,,89.0
53051970500,53015002002,0.3282,,2871.0,,78.0
53051970500,53057940200,0.3282,,2871.0,,78.0
53051970500,53057940800,0.3282,,2871.0,,78.0
53051970500,53063000200,0.3282,,2871.0,,78.0
53051970500,53063000300,0.3282,,2871.0,,78.0
53051970500,53063002500,0.3282,,2871.0,,176.0
53051970500,53063003600,0.3282,,2871.0,,78.0
53051970500,53063013000,0.3282,,2871.0,,78.0
53053060700,53033003600,0.1761,,6960.0,,184.0
53053060700,53033005301,0.1761,,6960.0,,92.0
53053060700,53033007200,0.1761,,6960.0,,276.0
53053060700,53033007500,0.1761,,6960.0,,92.0
53053060700,53033008100,0.1761,,6960.0,,276.0
53053060700,53033008400,0.1761,,6960.0,,207.0
53053060700,53033023804,0.1761,,6960.0,,92.0
53053060700,53033032602,0.1761,,6960.0,,92.0
53053060700,53053072505,0.1761,,6960.0,,276.0
53053060700,53053072800,0.1761,,6960.0,,184.0
53053061001,53033003600,0.5007,,4220.0,,93.0
53053061001,53033005200,0.5007,,4220.0,,93.0
53053061001,53033005302,0.5007,,4220.0,,93.0
53053061001,53033007200,0.5007,,4220.0,,186.0
53053061001,53033007500,0.5007,,4220.0,,93.0
53053061001,53033008100,0.5007,,4220.0,,186.0
53053061001,53033021700,0.5007,,4220.0,,93.0
53053061001,53033025301,0.5007,,4220.0,,93.0
53053061001,53045960200,0.5007,,4220.0,,93.0
53053061001,53053063300,0.5007,,4220.0,,186.0
53053061001,53053063400,0.5007,,4220.0,,373.0
53053061001,53053071410,0.5007,,4220.0,,93.0
53053061001,53053072308,0.5007,,4220.0,,303.0
53053061001,53053072905,0.5007,,4220.0,,93.0
53053061002,53033000600,0.661,,4506.0,,69.0
53053061002,53033001200,0.661,,4506.0,,69.0
53053061002,53033006700,0.661,,4506.0,,69.0
53053061002,53033007200,0.661,,4506.0,,139.0
53053061002,53053062500,0.661,,4506.0,,209.0
53053061002,53053063300,0.661,,4506.0,,139.0
53053061002,53053063400,0.661,,4506.0,,139.0
53053061002,53053071406,0.661,,4506.0,,69.0
53053061002,53053071410,0.661,,4506.0,,69.0
53053061002,53061051300,0.661,,4506.0,,69.0
53053061002,53067011610,0.661,,4506.0,,69.0
53053061100,53027000200,0.4746,,6130.0,,93.0
53053061100,53027000500,0.4746,,6130.0,,93.0
53053061100,53033005302,0.4746,,6130.0,,93.0
53053061100,53033007300,0.4746,,6130.0,,93.0
53053061100,53033007401,0.4746,,6130.0,,93.0
53053061100,53033007402,0.4746,,6130.0,,187.0
53053061100,53033008100,0.4746,,6130.0,,211.0
53053061100,53033008400,0.4746,,6130.0,,187.0
53053061100,53037975100,0.4746,,6130.0,,187.0
53053061100,53053062500,0.4746,,6130.0,,93.0
53053061100,53053063300,0.4746,,6130.0,,93.0
53053061100,53053072308,0.4746,,6130.0,,375.0
53053061100,53053072800,0.4746,,6130.0,,117.0
53053061100,53067012222,0.4746,,6130.0,,187.0
53053061100,53067012520,0.4746,,6130.0,,93.0
53053061200,53015000900,0.7023,,5146.0,,111.0
53053061200,53033007200,0.7023,,5146.0,,111.0
53053061200,53033007401,0.7023,,5146.0,,111.0
53053061200,53033007500,0.7023,,5146.0,,111.0
53053061200,53033008100,0.7023,,5146.0,,805.0
53053061200,53033023700,0.7023,,5146.0,,111.0
53053061200,53033032309,0.7023,,5146.0,,222.0
53053061200,53033032329,0.7023,,5146.0,,111.0
53053061200,53053062500,0.7023,,5146.0,,222.0
53053061200,53053062900,0.7023,,5146.0,,222.0
53053061200,53053063300,0.7023,,5146.0,,222.0
53053061200,53053063400,0.7023,,5146.0,,111.0
53053061200,53053071410,0.7023,,5146.0,,111.0
53053061200,53053071602,0.7023,,5146.0,,222.0
53053061200,53053072800,0.7023,,5146.0,,111.0
53053061200,53067011610,0.7023,,5146.0,,111.0
53053061200,53067012222,0.7023,,5146.0,,111.0
53053061300,53033005200,0.6816,,4840.0,,68.0
53053061300,53033005302,0.6816,,4840.0,,136.0
53053061300,53033007900,0.6816,,4840.0,,136.0
53053061300,53033008001,0.6816,,4840.0,,68.0
53053061300,53033008100,0.6816,,4840.0,,170.0
53053061300,53033011900,0.6816,,4840.0,,68.0
53053061300,53033022500,0.6816,,4840.0,,68.0
53053061300,53033025301,0.6816,,4840.0,,68.0
53053061300,53033032309,0.6816,,4840.0,,68.0
53053061300,53053062500,0.6816,,4840.0,,68.0
53053061300,53053063400,0.6816,,4840.0,,85.0
53053061300,53053071406,0.6816,,4840.0,,68.0
53053061300,53053072505,0.6816,,4840.0,,68.0
53053061300,53061051400,0.6816,,4840.0,,68.0
53053061400,53005011700,0.8935,,3332.0,,81.0
53053061400,53033007200,0.8935,,3332.0,,81.0
53053061400,53033007300,0.8935,,3332.0,,81.0
53053061400,53033008100,0.8935,,3332.0,,81.0
53053061400,53033008400,0.8935,,3332.0,,81.0
53053061400,53053062500,0.8935,,3332.0,,81.0
53053061400,53053062900,0.8935,,3332.0,,81.0
53053061400,53053063300,0.8935,,3332.0,,81.0
53053061400,53053063400,0.8935,,3332.0,,81.0
53053061400,53053072308,0.8935,,3332.0,,81.0
53053061601,53031950300,0.8589,,2079.0,,39.0
53053061601,53033007300,0.8589,,2079.0,,39.0
53053061601,53033022400,0.8589,,2079.0,,88.0
53053061601,53033024000,0.8589,,2079.0,,39.0
53053061601,53053062500,0.8589,,2079.0,,39.0
53053061601,53053063400,0.8589,,2079.0,,39.0
53053061601,53053071410,0.8589,,2079.0,,39.0
53053061601,53053071602,0.8589,,2079.0,,39.0
53053061601,53053072308,0.8589,,2079.0,,39.0
53053061602,53033007100,0.7488,,939.0,,38.0
53053061602,53033007402,0.7488,,939.0,,38.0
53053061602,53033008100,0.7488,,939.0,,154.0
53053061602,53039950300,0.7488,,939.0,,38.0
53053061602,53053063300,0.7488,,939.0,,48.0
53053061602,53053063400,0.7488,,939.0,,77.0
53053061602,53053072308,0.7488,,939.0,,38.0
53053061700,53007960802,0.7556,,5501.0,,73.0
53053061700,53007961000,0.7556,,5501.0,,73.0
53053061700,53027000200,0.7556,,5501.0,,147.0
53053061700,53033005302,0.7556,,5501.0,,73.0
53053061700,53033007300,0.7556,,5501.0,,73.0
53053061700,53033008100,0.7556,,5501.0,,129.0
53053061700,53053062500,0.7556,,5501.0,,406.0
53053061700,53053062900,0.7556,,5501.0,,73.0
53053061700,53053063400,0.7556,,5501.0,,221.0
53053061700,53053071410,0.7556,,5501.0,,73.0
53053061700,53053072800,0.7556,,5501.0,,73.0
53053061700,53053072905,0.7556,,5501.0,,73.0
53053061700,53053072906,0.7556,,5501.0,,73.0
53053061700,53067012222,0.7556,,5501.0,,73.0
53053061800,53033005200,0.611,,2766.0,,77.0
53053061800,53033005302,0.611,,2766.0,,25.0
53053061800,53033008100,0.611,,2766.0,,77.0
53053061800,53033010300,0.611,,2766.0,,25.0
53053061800,53033011800,0.611,,2766.0,,25.0
53053061800,53053062500,0.611,,2766.0,,512.0
53053061800,53053063300,0.611,,2766.0,,51.0
53053061800,53061051300,0.611,,2766.0,,25.0
53053061900,53033005301,0.8211,,1895.0,,64.0
53053061900,53033005302,0.8211,,1895.0,,64.0
53053061900,53033008100,0.8211,,1895.0,,64.0
53053061900,53033032208,0.8211,,1895.0,,64.0
53053061900,53053062500,0.8211,,1895.0,,290.0
53053061900,53053062900,0.8211,,1895.0,,129.0
53053062000,53007960802,0.7558,,4489.0,,160.0
53053062000,53027000200,0.7558,,4489.0,,80.0
53053062000,53033001200,0.7558,,4489.0,,240.0
53053062000,53033007500,0.7558,,4489.0,,80.0
53053062000,53033008100,0.7558,,4489.0,,80.0
53053062000,53033011800,0.7558,,4489.0,,80.0
53053062000,53033011900,0.7558,,4489.0,,80.0
53053062000,53033025102,0.7558,,4489.0,,80.0
53053062000,53033025400,0.7558,,4489.0,,80.0
53053062000,53033026100,0.7558,,4489.0,,200.0
53053062000,53037975100,0.7558,,4489.0,,160.0
53053062000,53053062500,0.7558,,4489.0,,881.0
53053062000,53053062900,0.7558,,4489.0,,160.0
53053062000,53053063300,0.7558,,4489.0,,360.0
53053062000,53053063400,0.7558,,4489.0,,500.0
53053062000,53053071602,0.7558,,4489.0,,80.0
53053062000,53053072308,0.7558,,4489.0,,80.0
53053062300,53033004400,0.5937,,6019.0,,47.0
53053062300,53033007100,0.5937,,6019.0,,47.0
53053062300,53033007200,0.5937,,6019.0,,94.0
53053062300,53033007500,0.5937,,6019.0,,47.0
53053062300,53033008100,0.5937,,6019.0,,189.0
53053062300,53033010100,0.5937,,6019.0,,47.0
53053062300,53033011800,0.5937,,6019.0,,47.0
53053062300,53033023900,0.5937,,6019.0,,47.0
53053062300,53033024903,0.5937,,6019.0,,47.0
53053062300,53037975100,0.5937,,6019.0,,94.0
53053062300,53053062500,0.5937,,6019.0,,189.0
53053062300,53053062900,0.5937,,6019.0,,94.0
53053062300,53053063300,0.5937,,6019.0,,747.0
53053062300,53053063400,0.5937,,6019.0,,628.0
53053062300,53053071410,0.5937,,6019.0,,94.0
53053062300,53053072308,0.5937,,6019.0,,47.0
53053062300,53053072906,0.5937,,6019.0,,47.0
53053062400,53033006700,0.6367,,6781.0,,179.0
53053062400,53033007200,0.6367,,6781.0,,561.0
53053062400,53033007300,0.6367,,6781.0,,89.0
53053062400,53033008100,0.6367,,6781.0,,269.0
53053062400,53053062500,0.6367,,6781.0,,1099.0
53053062400,53053062900,0.6367,,6781.0,,291.0
53053062400,53053063300,0.6367,,6781.0,,561.0
53053062400,53053063400,0.6367,,6781.0,,1234.0
53053062400,53053072800,0.6367,,6781.0,,269.0
53053062400,53061052804,0.6367,,6781.0,,89.0
53053062500,53015001200,,0.4869,,4432.0,70.0
53053062500,53015002002,,,,,70.0
53053062500,53033002700,,0.0695,,6129.0,70.0
53053062500,53033005100,,0.2085,,3750.0,70.0
53053062500,53033005302,,,,,70.0
53053062500,53033007200,,,,,141.0
53053062500,53033008100,,,,,70.0
53053062500,53033008300,,0.6884,,3299.0,70.0
53053062500,53033008400,,,,,70.0
53053062500,53033008600,,0.6227,,6757.0,70.0
53053062500,53033009300,,0.6199,,3095.0,141.0
53053062500,53033010001,,0.8999,,4390.0,70.0
53053062500,53033010900,,0.3595,,1070.0,282.0
53053062500,53033022703,,0.285,,3200.0,70.0
53053062500,53033022901,,0.2046,,3272.0,70.0
53053062500,53033023700,,,,,70.0
53053062500,53033025302,,0.9071,,4818.0,70.0
53053062500,53033026801,,0.9289,,5630.0,70.0
53053062500,53033032313,,0.4175,,6535.0,88.0
53053062500,53035092801,,0.3699,,4735.0,70.0
53053062500,53045940000,,0.798,,746.0,70.0
53053062500,53053060700,,0.1761,,6960.0,176.0
53053062500,53053061001,,0.5007,,4220.0,141.0
53053062500,53053061002,,0.661,,4506.0,1235.0
53053062500,53053061100,,0.4746,,6130.0,1517.0
53053062500,53053061200,,0.7023,,5146.0,211.0
53053062500,53053061300,,0.6816,,4840.0,211.0
53053062500,53053061400,,0.8935,,3332.0,494.0
53053062500,53053061601,,0.8589,,2079.0,988.0
53053062500,53053061602,,0.7488,,939.0,494.0
53053062500,53053061700,,0.7556,,5501.0,141.0
53053062500,53053061800,,0.611,,2766.0,1058.0
53053062500,53053061900,,0.8211,,1895.0,776.0
53053062500,53053062000,,0.7558,,4489.0,229.0
53053062500,53053062300,,0.5937,,6019.0,141.0
53053062500,53053062400,,0.6367,,6781.0,864.0
53053062500,53053062500,,,,,3123.0
53053062500,53053062600,,0.8928,,4077.0,6724.0
53053062500,53053062801,,0.8811,,7604.0,211.0
53053062500,53053062802,,0.683,,4149.0,141.0
53053062500,53053062900,,,,,494.0
53053062500,53053063000,,0.7754,,3705.0,423.0
53053062500,53053063100,,0.7862,,4207.0,1094.0
53053062500,53053063200,,0.6383,,5289.0,352.0
53053062500,53053063300,,,,,211.0
53053062500,53053063400,,,,,617.0
53053062500,53053063501,,0.7924,,4329.0,529.0
53053062500,53053063502,,0.753,,4875.0,211.0
53053062500,53053071305,,0.657,,3741.0,141.0
53053062500,53053071403,,0.6502,,3970.0,141.0
53053062500,53053071411,,0.6033,,6772.0,70.0
53053062500,53053071504,,0.8073,,5753.0,70.0
53053062500,53053071601,,0.9319,,4782.0,317.0
53053062500,53053071602,,,,,141.0
53053062500,53053071704,,0.9728,,5131.0,70.0
53053062500,53053071705,,0.8709,,4365.0,141.0
53053062500,53053071706,,0.8835,,1858.0,141.0
53053062500,53053071707,,0.6701,,2360.0,70.0
53053062500,53053071803,,0.5774,,5821.0,635.0
53053062500,53053071807,,0.9097,,3383.0,441.0
53053062500,53053071808,,0.9912,,4248.0,352.0
53053062500,53053071901,,0.8435,,5344.0,352.0
53053062500,53053072000,,0.96,,4505.0,70.0
53053062500,53053072106,,0.7653,,6288.0,141.0
53053062500,53053072305,,0.2944,,6032.0,141.0
53053062500,53053072310,,0.6219,,3784.0,282.0
53053062500,53053072311,,0.7957,,5412.0,141.0
53053062500,53053072313,,0.091,,4312.0,70.0
53053062500,53053072406,,0.0457,,6508.0,70.0
53053062500,53053072504,,0.2722,,4878.0,70.0
53053062500,53053072505,,,,,211.0
53053062500,53053072901,,0.2698,,3268.0,211.0
53053062500,53053072907,,0.5891,,4757.0,70.0
53053062500,53053073114,,0.585,,5319.0,70.0
53053062500,53053940002,,0.8313,,4393.0,900.0
53053062500,53053940004,,0.4292,,6228.0,70.0
53053062500,53053940007,,0.7234,,3120.0,282.0
53053062500,53061040800,,0.5968,,2899.0,141.0
53053062500,53061041605,,0.3574,,6281.0,70.0
53053062500,53061041901,,0.897,,6311.0,70.0
53053062500,53061051803,,0.8339,,8365.0,70.0
53053062500,53061053603,,0.1068,,4652.0,70.0
53053062500,53061940001,,0.5429,,5951.0,158.0
53053062500,53067011500,,0.7598,,6649.0,70.0
53053062500,53067012222,,,,,70.0
53053062500,53067012420,,0.3785,,4452.0,141.0
53053062500,53077001400,,0.8981,,3714.0,70.0
53053062600,53027000200,0.8928,,4077.0,,28.0
53053062600,53033005302,0.8928,,4077.0,,28.0
53053062600,53033007100,0.8928,,4077.0,,28.0
53053062600,53033007300,0.8928,,4077.0,,84.0
53053062600,53033011800,0.8928,,4077.0,,28.0
53053062600,53033023700,0.8928,,4077.0,,28.0
53053062600,53033025102,0.8928,,4077.0,,49.0
53053062600,53033032210,0.8928,,4077.0,,28.0
53053062600,53053062500,0.8928,,4077.0,,140.0
53053062600,53053062900,0.8928,,4077.0,,225.0
53053062600,53053063300,0.8928,,4077.0,,28.0
53053062600,53053063400,0.8928,,4077.0,,239.0
53053062600,53053071406,0.8928,,4077.0,,28.0
53053062600,53053071410,0.8928,,4077.0,,49.0
53053062600,53053071602,0.8928,,4077.0,,56.0
53053062801,53033005302,0.8811,,7604.0,,155.0
53053062801,53033007100,0.8811,,7604.0,,174.0
53053062801,53033007300,0.8811,,7604.0,,311.0
53053062801,53033008100,0.8811,,7604.0,,155.0
53053062801,53053062900,0.8811,,7604.0,,233.0
53053062801,53053063300,0.8811,,7604.0,,155.0
53053062801,53053063400,0.8811,,7604.0,,311.0
53053062801,53053071406,0.8811,,7604.0,,77.0
53053062801,53053071410,0.8811,,7604.0,,77.0
53053062801,53053071602,0.8811,,7604.0,,155.0
53053062801,53053072308,0.8811,,7604.0,,155.0
53053062801,53053072800,0.8811,,7604.0,,97.0
53053062801,53067011610,0.8811,,7604.0,,77.0
53053062801,53067012222,0.8811,,7604.0,,77.0
53053062802,53033005302,0.683,,4149.0,,67.0
53053062802,53033007100,0.683,,4149.0,,134.0
53053062802,53033007300,0.683,,4149.0,,201.0
53053062802,53033007500,0.683,,4149.0,,67.0
53053062802,53033008100,0.683,,4149.0,,67.0
53053062802,53033008400,0.683,,4149.0,,134.0
53053062802,53033023804,0.683,,4149.0,,134.0
53053062802,53033025400,0.683,,4149.0,,67.0
53053062802,53053062500,0.683,,4149.0,,67.0
53053062802,53053062900,0.683,,4149.0,,771.0
53053062802,53053063400,0.683,,4149.0,,536.0
53053062802,53053071602,0.683,,4149.0,,67.0
53053062802,53053072308,0.683,,4149.0,,268.0
53053062802,53053072505,0.683,,4149.0,,67.0
53053062900,53007960500,,,,,66.0
53053062900,53011040809,,0.515,,5972.0,99.0
53053062900,53015001200,,0.4869,,4432.0,66.0
53053062900,53033005302,,,,,132.0
53053062900,53033007100,,,,,66.0
53053062900,53033007200,,,,,264.0
53053062900,53033008100,,,,,198.0
53053062900,53033008200,,0.2914,,4509.0,198.0
53053062900,53033008300,,0.6884,,3299.0,66.0
53053062900,53033008400,,,,,66.0
53053062900,53033008500,,0.6597,,4385.0,132.0
53053062900,53033009100,,0.9486,,2813.0,66.0
53053062900,53033009300,,0.6199,,3095.0,82.0
53053062900,53033010900,,0.3595,,1070.0,66.0
53053062900,53033020300,,,,,66.0
53053062900,53033022005,,0.3886,,4862.0,66.0
53053062900,53033022500,,,,,132.0
53053062900,53033022701,,0.1679,,3398.0,66.0
53053062900,53033023804,,,,,66.0
53053062900,53033024702,,,,,66.0
53053062900,53033025102,,,,,132.0
53053062900,53033025302,,0.9071,,4818.0,82.0
53053062900,53033025400,,,,,132.0
53053062900,53033031502,,0.2269,,4740.0,66.0
53053062900,53033032313,,0.4175,,6535.0,66.0
53053062900,53033032704,,0.6381,,7606.0,66.0
53053062900,53037975100,,,,,66.0
53053062900,53053060700,,0.1761,,6960.0,132.0
53053062900,53053061001,,0.5007,,4220.0,132.0
53053062900,53053061002,,0.661,,4506.0,462.0
53053062900,53053061100,,0.4746,,6130.0,1567.0
53053062900,53053061200,,0.7023,,5146.0,132.0
53053062900,53053061300,,0.6816,,4840.0,264.0
53053062900,53053061400,,0.8935,,3332.0,907.0
53053062900,53053061601,,0.8589,,2079.0,330.0
53053062900,53053061602,,0.7488,,939.0,412.0
53053062900,53053061800,,0.611,,2766.0,132.0
53053062900,53053062000,,0.7558,,4489.0,132.0
53053062900,53053062300,,0.5937,,6019.0,214.0
53053062900,53053062400,,0.6367,,6781.0,198.0
53053062900,53053062500,,,,,528.0
53053062900,53053062600,,0.8928,,4077.0,8284.0
53053062900,53053062801,,0.8811,,7604.0,775.0
53053062900,53053062802,,0.683,,4149.0,297.0
53053062900,53053062900,,,,,2013.0
53053062900,53053063000,,0.7754,,3705.0,825.0
53053062900,53053063100,,0.7862,,4207.0,1270.0
53053062900,53053063200,,0.6383,,5289.0,297.0
53053062900,53053063300,,,,,264.0
53053062900,53053063400,,,,,330.0
53053062900,53053063501,,0.7924,,4329.0,874.0
53053062900,53053063502,,0.753,,4875.0,66.0
53053062900,53053071100,,0.6917,,2534.0,66.0
53053062900,53053071305,,0.657,,3741.0,132.0
53053062900,53053071403,,0.6502,,3970.0,82.0
53053062900,53053071411,,0.6033,,6772.0,99.0
53053062900,53053071503,,0.8019,,5608.0,132.0
53053062900,53053071504,,0.8073,,5753.0,132.0
53053062900,53053071505,,0.6328,,5057.0,66.0
53053062900,53053071601,,0.9319,,4782.0,363.0
53053062900,53053071602,,,,,66.0
53053062900,53053071703,,0.9619,,4062.0,264.0
53053062900,53053071707,,0.6701,,2360.0,132.0
53053062900,53053071803,,0.5774,,5821.0,1155.0
53053062900,53053071805,,0.9684,,4374.0,66.0
53053062900,53053071806,,0.9538,,3989.0,66.0
53053062900,53053071807,,0.9097,,3383.0,1468.0
53053062900,53053071808,,0.9912,,4248.0,198.0
53053062900,53053071901,,0.8435,,5344.0,1633.0
53053062900,53053071902,,0.3856,,5379.0,198.0
53053062900,53053072000,,0.96,,4505.0,165.0
53053062900,53053072105,,0.4881,,5636.0,66.0
53053062900,53053072106,,0.7653,,6288.0,198.0
53053062900,53053072107,,0.26,,4324.0,198.0
