geoid,residential_landuse,commercial_landuse,industrial_landuse,retail_landuse,natural_landuse,road_residential,road_primary,road_other,transport_point,transport_area,food_point,food_area,health_point,health_area,education_point,education_area,retail_point,retail_area,total_population
53005010807,1.2937441658020477,0.0236575519946305,0.0,0.0287740964720998,0.0,23.375463745994992,0.339125737547946,49.776636056554864,0,0.0129724784343869,1,0.0,0,0.0,0,0.0,2,0.0,1558
53005010811,8.402101426933278,0.01553054684935,0.0,0.0194020750794968,0.0,69.10537810165324,0.0,21.95174048385491,0,0.0104215795059828,0,0.0,0,0.0,0,0.0,2,0.0,5530
53005010814,4.756075187167326,0.1991895535453552,0.0,0.0,0.0,71.67591364582493,0.5088117848825314,46.13725459666906,0,0.0008599802184421,0,0.0,0,0.0,1,0.0477045896766605,0,0.0,5129
53005010817,3.911452741821755,0.0643165993974772,0.0,0.0,0.0,41.40355422470218,0.0270436276824831,5.859210286612338,3,0.0909793098277666,0,0.0,0,0.0,1,0.0508257134644974,1,0.0,6613
53005010818,1.85944320195173,0.397436094507274,0.1719783523214357,0.5248561087569829,0.0,16.037774564441662,6.55520916304045,4.905567134736247,16,0.2521543064558613,11,0.0021580877643625,3,0.0,1,0.0557466971929276,32,0.0,3358
53005010819,2.3320300133882275,0.1482316817857357,0.0,0.0,0.0,26.186121519674423,4.308691540933399,5.194388436554908,10,0.0724431632871381,6,0.0011185169949791,1,0.0,1,0.0612259712683222,13,0.0,3431
53005011501,21.54474554681088,0.4609754811493087,1.569963327918885,0.0078666228328979,0.0,70.79035292925249,6.316084742251078,51.458138546145264,0,0.0174566801949764,1,0.0,0,0.0,3,0.211162672540797,0,0.0,6971
53005011506,4.207132762304941,0.0214701820531901,0.5044561913439066,0.0141970751828471,0.0,63.74499395618388,0.0,33.47698182076811,14,0.0229693156498639,1,0.0,1,0.0009618518742668,2,0.1983638352489862,0,0.0,6575
53005011701,2.4445520431137235,0.722312507338246,0.5264669997949294,0.0,0.0,27.13898925490839,2.8874119369262154,26.49658044933355,7,0.0390238566277298,7,0.0008264097332648,0,0.0,0,0.0,20,0.0,2591
53005011702,2.1876081901702915,0.1680300391301843,0.3457035666011393,0.0,0.0,40.318625014714186,7.971619476287586,22.197938154036525,6,0.0502169197397989,2,0.0,3,0.0300280292100974,5,0.3844842651669056,9,0.0,4837
53005011801,3.518856638215718,0.022742600493735,0.5317937063766082,0.0,0.0,93.09832777249092,4.660144675960795,202.44216471585105,0,0.0099134135599296,0,0.0,0,0.0,1,0.0443454064055961,9,0.0,3366
53005011900,2.7328638591552985,0.1599623872513427,0.114603414397816,0.0,0.0,105.848573395802,3.0651291359559774,110.18989364170208,16,0.037263919636219,2,0.0006285589685034,2,0.0,4,0.107153588569489,7,0.0,6355
53011040101,0.585395859083999,0.0,0.0,0.0140415792853436,0.0,95.0894997211438,0.0,96.46884606732628,0,0.0301612627824754,8,0.0007196465814145,0,0.0,2,0.0547861924227098,5,0.0,5606
53011040201,1.8314033545171229,0.0,0.0081626952962218,0.0425637707650313,0.0,114.74407141573332,0.0,51.026350068712766,0,0.0345551844894162,5,0.001109166926253,0,0.0,3,0.1113297465875883,11,0.0,6560
53011040202,0.0,0.0,0.0,0.0,0.0,84.2772124704891,0.2923441014243391,61.20054224807176,0,0.0029958976203438,0,0.0,0,0.0,0,0.0,2,0.0,4345
53011040504,0.0,0.0,0.0011537220808031,0.0,0.0,99.03826657643928,0.0,82.23755975644102,0,0.0113364109633881,0,0.0,0,0.0,0,0.0,1,0.0,5438
53011040507,0.5728156137572123,0.0,0.1837186890629934,0.0,0.0,14.186939329881598,8.833089453300262,20.225292813139617,0,0.9138616788482714,0,0.0,0,0.0,1,0.128579753871493,3,0.0,2443
53011040509,1.334821939353544,0.0294666045699504,0.0,0.0745624243706207,0.0,19.237085453351195,1.5446871206810937,5.178321532142287,0,0.0174862357823251,12,0.0018761521473211,0,0.0,2,0.0229835165205703,19,0.0,3218
53011040510,2.1494482711103733,0.0126398974717292,0.0,0.0,0.0,91.65314634328357,0.0,44.78822789946487,0,0.0025476328635133,0,0.0,0,0.0,2,0.0101174673620824,1,0.0,6265
53011040511,0.0365879108116679,0.0,0.0,0.0,0.0,67.00109060970647,0.0,43.99238777790883,0,0.003720921901515,0,0.0,0,0.0,0,0.0,0,0.0,2574
53011040512,1.034224414449593,0.0,0.0,0.0,0.0,13.206173321836784,0.0,3.6025774103343644,0,0.003083437659233,0,0.0,0,0.0,1,0.0264982034471073,0,0.0,2458
53011040513,2.843923397753516,0.0021360014010905,0.0261997690301442,0.0458271669487722,0.0,25.457384669721225,0.0,7.1098484529127415,0,0.0304452837857621,4,0.0,2,0.0,3,0.1428321909335973,6,0.0,4735
53011040603,1.4574482307839942,0.0,0.0,0.0,0.0,94.80669335777758,0.0,44.78363093785415,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5009
53011040605,4.476426091982989,0.0366588597854134,0.0,0.0028289878517043,0.0,46.86197445567035,0.0,33.24600414608678,0,0.0771164262751016,1,0.0,0,0.0,5,0.5314043579952236,3,0.0,7107
53011040609,2.156319603614841,0.0,0.0,0.0,0.0,24.714077680477057,0.0,7.011103812926679,0,0.0088799664056962,0,0.0,0,0.0,1,0.0469529324665178,0,0.0,5208
53011040610,1.82269604948919,0.0,0.0,0.0,0.0,21.25565197516209,0.0,6.371927948883196,0,0.0077633695626112,0,0.0,0,0.0,0,0.0,0,0.0,4065
53011041400,3.00724029432743,0.0,2.6065330164286435,0.0373786978579843,0.0,36.48203790955152,2.733438247602364,14.199014488020262,0,0.0230217740312836,3,0.001664367401766,0,0.0,3,0.0844537872257212,4,0.0,6176
53011041500,0.9934829808924696,0.1552413602605484,0.2415591479041821,0.3221218599232246,0.0,18.042002694488463,0.0,11.795803513921255,0,0.0652898993486401,30,0.0012869660085257,2,0.0,1,0.0002008450581125,69,0.0,2781
53039950103,0.9060560471294644,0.156618573643179,0.9307091321960986,0.0116489153127729,0.0,111.2221410465598,37.40512461398385,212.9489844598125,0,0.0446974477825655,14,0.0037602664601959,3,0.026859925369077,3,0.2129360214810207,33,0.0,4409
53039950200,0.7384067861151761,0.0,0.6110734290844672,0.0,0.0,52.232253071433824,53.11231914926636,527.8120401810612,1,0.0492727346086002,6,0.0004812967865489,0,0.0,6,0.1221027943347775,14,0.0,4524
53007960100,0.0593604361711396,0.0,0.7001712106565667,0.0,0.0,75.97692265489508,32.693426137295674,386.7309280569367,0,0.0387385297227857,5,0.0006148879051297,0,0.0,5,0.0419044433172333,17,0.0,2661
53007960203,1.3945704513304036,0.0,0.2426003425875563,0.0,0.0,77.70160244318562,46.75630584881344,361.7159381290286,0,0.0942379196032834,6,0.000989375468652,0,0.0,1,0.0,8,0.0,957
53007960502,0.0600288771946029,0.0307086245520731,0.1017526359973322,0.0,0.0,62.867410853381045,45.827864754958185,148.96268993964753,0,0.0217271250455782,7,0.0010123450645567,0,0.0,0,0.0,18,0.0,4289
53007961304,0.940040299195217,0.0,0.0,0.0011991242043515,0.0,22.30848731670208,0.0,11.41165943662744,0,0.0034101358333751,0,0.0,0,0.0,1,0.0360999192711365,0,0.0,4407
53013960200,0.0,0.0,0.2146353998322819,0.0,0.0,262.87043781935404,46.767587341855865,670.8185978900912,44,0.0645992377605964,6,0.0003994461263595,2,0.029678165317343,3,0.0436149338990734,20,0.0,3952
53017950101,0.76826422976466,0.0,0.1199894286907655,0.0,0.0,358.0320169954123,58.32277450766629,65.3055189587474,34,0.0757325550713396,0,0.0,0,0.0,3,0.042684186172404,3,0.0,3579
53017950300,1.317677462070283,0.0,2.2250471495427924,0.0,0.0,135.8196798889036,43.648143277328494,76.64910294562429,19,0.0422812033349526,1,0.0004362394089192,0,0.0,1,0.0346270988889676,5,0.0,7295
53003960200,5.877205928585944,0.0147675904707665,0.1185304935282284,0.0469083412576077,0.0,46.821502903294295,18.31084324729291,100.66256624183885,6,0.011323769391433,0,0.0,0,0.0,0,0.0,3,0.0,4781
53003960300,1.395697796367224,0.6976821488480667,0.0,0.707159038550282,0.0,18.491185469700927,4.063654299809148,12.525420017037924,10,0.1010968437773233,11,0.0021846424199295,2,0.0014398293010904,2,0.0795568016964765,22,0.0,3614
53003960400,1.4769992197250763,0.049800105168732,0.0,0.0005473797609781,0.0,9.59149644281182,1.2098095399245057,3.164167013174451,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2272
53003960500,1.3708764317627593,0.0098198901395881,0.0410727281984447,0.038667519309886,0.0,16.867367001994403,3.347319637029855,5.9898385578034805,0,0.0,2,0.0005105983810358,1,0.0700080734587616,4,0.1202389153816936,1,0.0,3476
53003960600,3.787556197176744,0.0672506237251938,0.280344292858672,0.0147872574508599,0.0,23.4567962176764,3.0854876671299354,14.445925652110205,2,0.0032383813632752,1,0.0002841963893852,0,0.0,3,0.1378059583916228,1,0.0,3750
53015001200,0.0552953961843632,0.0,0.0,0.1268888329363075,0.0,36.66224163149151,0.0618777297485207,22.0573296432846,0,0.0584476607044151,4,0.0010574010323134,1,0.0,8,0.2242655281481088,9,0.0,4571
53015001300,0.7699929231238664,0.0,0.0,0.0,0.0,23.679126868158235,0.0,17.768742262810463,0,0.0057453828605804,1,0.0001569821137883,0,0.0,10,0.1031457266089492,2,0.0,3856
53015001501,0.6601144913930901,0.0,0.1807949150431499,0.0,0.0,61.98061746636514,0.0,156.4045881477741,0,0.0233148193032041,2,0.0002504941700437,0,0.0,1,0.0099712003505478,3,0.0,3541
53015001503,1.305818113928089,0.2071648699856039,0.0306275433486871,0.1753065089067828,0.0,61.11071685832269,3.968150526534847,35.02709290890263,0,0.1275234629201686,14,0.002018446259737,3,6.617870095806023e-05,1,0.0392500630431048,49,0.0,6105
53015001601,1.597039561768082,0.0127325299654783,2.1996402070698395,0.0847077509896522,0.0,58.2949864598057,0.0,38.153403667879616,0,0.0505544303590862,15,0.003227955831763,1,0.0,2,0.1097156974176235,23,0.0,4387
53015001602,0.0,0.0143705819981813,0.1513875582371379,0.0,0.0,75.72460309119322,0.0,33.09609974421646,0,0.002634522180957,0,0.0,0,0.0,1,0.0,1,0.0,2884
53015001700,0.0,0.0,0.0,0.0,0.0,155.55862437063544,0.0,129.18346901176142,0,0.0002156298882945,1,0.0001940013049056,0,0.0,1,0.0103768202924304,2,0.0,5857
53015002003,1.0551081600796302,0.05533224414957,0.0,0.1122409135383474,0.0,73.46952220677755,11.012760625218087,35.99205419633419,0,0.0393466395043382,13,0.0008761754230414,1,0.0,2,0.0688383310280021,26,0.0,4871
53015002004,0.0,0.0,0.0,0.0361784278180947,0.0,68.29496052072888,6.767210622262284,51.472303082637495,0,0.0203369565436425,0,0.0,0,0.0,0,0.0,3,0.0,2094
53001950302,0.0287478560514375,0.0,0.647366230553295,0.0,0.0,29.72299312445332,10.849059757037724,46.38786020713597,10,0.0106242200227614,0,0.0,0,0.0,0,0.0,0,0.0,2599
53001950303,0.176546381119178,0.0,0.0012497760508264,0.0,0.0,23.531353760756407,12.805112744338844,64.50032890860027,1,0.0011705190183022,0,0.0,0,0.0,0,0.0,0,0.0,3067
53001950400,0.7917769791662967,0.2900522598881413,0.5659810553551136,0.0,0.0,23.146099232348707,0.0,9.692415167969015,8,0.0192588843455313,1,0.0005302896196307,1,0.0204751291943413,1,0.0544194141417729,4,0.0,2859
53001950500,1.437751945059364,0.2454632293979418,0.8212032407735248,0.1171437136202846,0.0,35.55246679867685,9.819826855475824,10.48867794985496,17,0.03675308600262,4,0.0001951968253501,0,0.0,6,0.3879326274249018,13,0.0,5946
53029970401,0.0,0.0,0.0,0.0,0.0,23.0288680058062,0.0,13.99995212405611,0,0.0004495062128985,0,0.0,0,0.0,1,0.0740967909066215,1,0.0,3468
53029970500,0.7268069842966471,0.0,0.0,0.0,0.0,42.76551320469771,3.2228086511897964,41.1664435194318,0,0.0131854312204527,0,0.0,0,0.0,0,0.0,1,0.0,6853
53029971000,0.0051448316123021,0.0,0.0551142050051141,0.0111890723001317,0.0,54.700002814548895,11.050005147886266,61.66481408994151,0,0.048232828810479,11,0.0004993433663728,1,0.0501882136381695,0,0.0,38,0.0,5158
53029971301,0.2078950184547506,0.0164261925150163,0.0322119551987085,0.0715532605653828,0.0,23.22591601963203,10.251782547372253,46.32960859946738,0,0.0365582456202217,5,0.0005153665198191,0,0.0,0,0.0,11,0.0,2423
53029971302,0.0,0.0,0.0,0.0,0.0,36.336118397660194,6.95653796095443,47.59101045549808,0,0.0065858548016632,1,0.0,0,0.0,0,0.0,2,0.0,2414
53029971600,0.000327895889214,0.0,0.0,0.0,0.0,62.665863668590696,0.0,22.106634596618747,0,0.0013878696387561,1,0.0,0,0.0,0,0.0,1,0.0,4365
53029971800,0.0,0.0422938488007976,0.0,0.0727594472299725,0.0,29.34690346698902,5.495672237566646,44.58149594923391,1,0.0286624316948947,8,0.0016869710447166,0,0.0,0,0.0,18,0.0,2851
53029971900,0.3334240302266855,0.0064638794440943,0.0189423195322193,0.0419165516493976,0.0,29.334498874985727,2.680063566302103,112.33833370542196,1,0.0365324954929877,7,0.0012464456146365,1,0.0,0,0.0,18,0.0,4067
53029972100,0.0,0.0,0.0,0.0059589563995095,0.0,16.547163214143453,1.5289946534057668,93.15774893410646,2,0.0277566164271639,5,0.0001749910382191,0,0.0,0,0.0,9,0.0,3889
53029992201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
53073000101,0.0520465146381965,0.0,0.0947592974256095,0.0089965918827101,0.0,45.72399520826524,6.294427237373466,41.68187541607974,0,0.0028583423179555,1,0.0,0,0.0,1,0.0,5,0.0,3616
53073000102,1.7184013341736213,0.1951086846738495,1.5088591596649243,0.4484763212124015,0.0,41.31120743275537,4.19166009487536,14.819430859171058,0,0.2239624551073477,26,0.0037582678499702,4,0.0,0,0.0,90,0.0,7271
53073000201,1.013471315662328,0.1588935021371933,0.9650734112054528,0.0321279296123019,0.0,33.53809601248449,0.0283368328252558,24.85140208839377,0,0.1206797854303925,2,5.5212081608925976e-05,1,0.0009797778388947,3,0.020665132740306,13,0.0,4273
53073000202,0.9215845035114713,0.1503537807958143,0.2370433564516893,0.0195457088605527,0.0,25.830148266355355,1.067327476947456,9.633789693420123,0,0.0426269868970272,0,0.0,0,0.0,3,0.0433474109555533,3,0.0,3759
53073000203,0.6782472874241781,0.3196456930702497,0.1647590191036068,0.3346160588039702,0.0,18.006826779515915,1.9826665425076857,15.059363897846978,0,0.1957688993051025,20,0.0026891451428158,6,0.0087494269486837,2,0.3110808400617434,66,0.0,3914
53073000301,2.5722322255714576,0.0216049521092141,0.2686323261769948,0.0125434408679698,0.0,14.73203315468206,0.1168056991851151,9.948116684080134,0,0.0761823172707397,3,0.0,1,0.0,5,0.2166717026160944,4,0.0,4884
53073000302,0.4657836803274295,0.0862511602156028,0.0247986235549341,0.4622647366718861,0.0,4.693363632055688,3.3615205121825658,6.919547702549105,0,0.2275079934995765,18,0.001078906199431,1,0.0,0,0.0,99,0.0,3073
53073000401,1.2144286726967193,0.0172451104072097,0.0434069170259015,0.0687497076400863,0.0,17.131594014747012,0.0,8.556319679790116,0,0.094931133117751,14,0.0007627853771627,2,0.1257598781791188,2,0.0338555652648902,17,0.0,3321
53073000402,1.1914302534109713,0.0057811534310397,0.1949062996957737,0.0367364629597428,0.0,20.97611058827172,0.0,5.735664451020655,0,0.0659120904507444,17,0.0030444415009326,0,0.0,1,0.0131212897122791,16,0.0,3382
53073000501,1.419285896008842,0.1336257646802665,0.0148227377926379,0.121954426095997,0.0,26.30655855568056,0.1284685678806485,11.408088116483926,0,0.1231044263095626,18,0.0022462880833251,1,0.0,3,0.0807093631495903,82,0.0,5393
53073000502,0.7346471791595671,0.0,0.2467617330004825,0.0013305493369917,0.0,14.026378561344057,0.0,8.62555118158434,0,0.0468308161184955,8,0.000749599014359,0,0.0,3,0.0152482816137866,5,0.0,2981
53073000600,0.0541309161756225,0.1641258495759442,0.2925516448195301,0.1866041238283945,0.0,0.5540214306944855,0.0,11.37666862249717,0,0.1196474116938898,84,0.0033842901960153,1,0.0,1,0.0,124,0.0,1939
53073000700,2.072511108417757,0.2227440327639172,0.4414223475817194,0.1976260179083956,0.0,24.31832456754172,0.4953483493261943,8.9452282931972,0,0.0749027462763485,15,0.0,1,0.0,1,0.0386976179192115,41,0.0,6881
53073000803,2.6671306660314635,0.2186792910609347,0.0,0.0488887525594894,0.0,30.764635709566203,2.2403424904945903,7.717238541344719,0,0.1031186396124563,6,0.0,4,0.0006343659853586,3,0.0005129190892388,13,0.0,6859
53073000804,2.9771107610022094,0.0,0.0811973297842332,0.0,0.0,45.522357028810646,1.3649766462252997,12.072010140716872,0,0.0156976769365533,2,0.0001309418862378,0,0.0,3,0.2290198808287484,2,0.0,7017
53073000805,3.909706410871797,0.0,0.0119997157873924,0.0059813614873302,0.0,40.70498151215333,0.0,13.902615387640202,0,0.0182532487611143,0,0.0,0,0.0,2,0.0359649485948708,2,0.0,5306
53073000807,1.681121091818684,0.0,0.004742969961577,0.0,0.0,37.141023272362965,0.0,25.714530868808296,0,0.0045076460195708,0,0.0,0,0.0,0,0.0,0,0.0,2877
53073000808,1.7102979925372013,0.0,0.0,0.0,0.0,25.210121183579904,0.0,3.821864227267577,0,0.0095252099048396,1,0.0012545161353616,0,0.0,0,0.0,1,0.0,2568
53073000809,1.7630872152453063,0.0,0.0,0.0,0.0,24.477844604834523,0.0,2.525984033356289,0,0.0019377695418057,1,0.0,0,0.0,0,0.0,1,0.0,2739
53073000902,3.3484476992452503,0.0,0.0,0.0,0.0,43.93678238590312,0.0,13.068875347360892,0,0.0668600936940926,1,8.717903077897419e-05,1,0.0,1,0.0,4,0.0,6594
53073000903,1.1336600629246725,0.0738635922156818,0.1471822157099881,0.1082404318555801,0.0,12.9503757982828,0.0,7.736674922971003,0,0.0946853493382085,9,0.0,3,0.0,1,0.0181636712957211,32,0.0,4867
53073000904,1.5921127050070052,0.0,0.0,0.0,0.0,18.606030539780576,0.0,2.45134344850678,0,0.0,0,0.0,0,0.0,1,0.0447211950922986,0,0.0,2942
53073001000,0.7707224687109698,0.0126917494087642,0.0,0.0577349611353442,0.0,11.8981405858875,0.0,12.02262581901268,0,0.1389300672511421,22,0.0013527496244405,1,0.0013586873495919,1,0.5768357501040572,18,0.0,8065
53073001101,2.8824769004395074,0.0620261218701299,0.0982543478083488,0.0436467693618093,0.0,32.036028849820475,0.0,5.636608637289343,5,0.0413720508227102,19,0.0,0,0.0,3,0.0746326029858446,23,0.0,4223
53073001102,1.1006322452453694,0.0,0.0157328544146219,0.0,0.0,14.125735780564352,0.0,5.803536864567909,0,0.0102031035494634,3,0.0,0,0.0,1,1.009143446300295e-05,0,0.0,2680
53073001202,0.5142552441536096,0.0061559212352714,0.0,0.0054305091853415,0.0,36.48112502656419,0.0,36.30363378801533,0,0.0220089537848032,1,3.764909246999909e-05,0,0.0,0,0.0,1,0.0,3842
53073001203,0.7118689189601112,0.0350667952341214,0.0,0.0,0.0,11.630625680963904,0.0,3.689610223996344,1,0.0167247583991325,7,0.0,0,0.0,3,0.0074290376431717,4,0.0,3030
53073001204,0.5298795276816792,0.0314663593397763,0.0,0.0597680462416281,0.0,5.566981413882718,0.0,5.017539667287488,0,0.0749406132203532,11,0.0001671160872107,2,0.0,4,0.1694152412348817,19,0.0,3710
53073010301,1.789510759800481,0.1441624215232151,0.3632698938707933,0.1123889872472053,0.0,101.5799053465199,12.54665216590539,46.24604611666079,0,0.1303533657458402,15,5.614355125508946e-05,3,0.0016398431075086,3,0.1138774314750901,49,0.0,7434
53073010302,2.2008336620058,0.1326791128594591,0.089067873688734,0.0,0.0,27.772624641298208,0.1751295022755302,10.46961747002412,0,0.0479374090191957,13,0.0004362399528376,2,0.0,1,0.024548130559474,30,0.0,5111
53073010405,3.8960293358746334,0.1160110752439275,0.0,0.0,0.0,51.08714235767166,0.0,17.583299333183113,0,0.0470222117952038,3,0.0009804099569832,0,0.0,0,0.0,1,0.0,3879
53073010406,1.2313884057445896,0.0028930715436603,0.0,0.0,0.0,16.767540112887048,0.0,11.169764807752884,0,0.0161235131759141,0,0.0,0,0.0,0,0.0,1,0.0,1977
53073010407,0.0,0.0074958786308301,0.0746162480678958,0.0,0.0,72.2049033609503,0.0,27.586406479616663,0,0.0132220215691636,2,0.0004755685290348,0,0.0,1,0.0311263480939467,8,0.0,3487
53073010408,0.2127057488395579,0.0,0.0,0.0040621508918199,0.0,47.06617383998487,0.0,30.54213729264242,0,0.0022615926596103,0,0.0,0,0.0,0,0.0,1,0.0,2908
53073010409,1.6023850284719947,0.1450644150881604,0.0172147593689524,0.0817179548563721,0.0,27.19689522433112,1.4477326447902823,11.6030718828905,0,0.0744662718232634,17,0.0014897683450451,1,0.0,4,0.1429112876696459,27,0.0,4001
53073010410,0.9353627977609846,0.1157168834323225,0.174273088574868,0.0970096949334774,0.0,40.48812029640872,1.1174275562620075,23.05407388526651,0,0.0827402397284094,2,0.0007897627985474,0,0.0,0,0.0,11,0.0,2440
53073010411,1.9125288708486192,0.0273103178473437,0.0,0.0206750871586777,0.0,31.110007570529937,0.0,7.730511082415803,0,0.0156222611505723,8,0.0005957323038091,0,0.0,0,0.0,9,0.0,3632
53073010503,2.855985955922923,0.0111039954198138,0.0105666614161051,0.0,0.0,51.804990903355154,0.0,20.67390323648637,0,0.0212394689181153,0,0.0,0,0.0,5,0.1473077877309348,0,0.0,5977
53073010504,0.7788657965469454,0.0,8.023897562389093,0.0,0.0,59.23585370957765,0.0,43.305952722059416,0,0.1271609958850942,0,0.0,0,0.0,1,0.0182795071971523,1,0.0,3370
53073010505,1.3842201446328666,0.0691460405986272,0.0493414048177821,0.0,0.0,36.78016322060064,0.0,10.968777492052787,0,0.0018242895346965,1,0.0,1,0.0,0,0.0,0,0.0,5299
53073010506,0.8083215526076585,0.0,0.0,0.0020914013066339,0.0,15.96416967328735,0.0,7.7970984094421505,0,0.0308172198908068,5,0.0011969563913638,0,0.0,3,0.2462697183446189,5,0.0,3710
53073010600,3.100646722243777,0.0735325542696105,0.0297799747539762,0.1961108135511881,0.0,77.37487739416999,4.045580647027677,26.43145733902877,0,0.0180875501151465,3,0.0008669866141594,1,0.0,1,0.0,21,0.0,7057
53073010702,1.0057238501820829,0.0,0.1608713045163402,0.0,0.0,57.105407820088175,9.546622586601464,22.33840934108301,0,0.0229267255663677,1,0.0003393755026089,0,0.0,2,0.0760073219752846,4,0.0,4782
53073010900,0.0,0.0,0.0,0.0,0.0,28.46780923232584,0.0,14.788925452314206,1,0.0039996119587362,1,0.0,0,0.0,1,0.0,2,0.0,934
53073011000,3.6197704174452174,0.0717480170460796,0.0,0.0563397138746982,0.0,42.22407678470452,0.0,27.7439440581712,0,0.0390131188372212,3,0.001013811426918,0,0.0,1,0.030333443068443,6,0.0,1191
53073940001,1.0789155142459688,0.1038975746107023,0.0,0.0065265075614601,0.0,12.987141012671277,0.0,28.99943232535013,0,0.061242373215509,0,0.0,1,0.002238001111278,2,0.0,0,0.0,2025
53073940002,0.0421453304785553,0.0,0.0,0.0,0.0,32.590995052690374,0.0,23.34117042133236,1,0.050368717220099,0,0.0,0,0.0,2,0.0,0,0.0,3723
53067010100,0.0062634050106363,0.0,0.4956743125949168,0.0,0.0,21.9730238288878,5.109496696773826,14.210745629246382,0,0.2085193328645154,72,0.0025657810634752,0,0.0,2,0.0102231092106248,56,0.0,3601
53067010200,0.0,0.0,0.0,0.0,0.0,36.61200072689744,0.0,8.639595724712185,0,0.0121431676297213,0,0.0,0,0.0,3,0.09684979542362,3,0.0,5228
53067010300,0.0122879485472544,0.0120254263448,0.0214552357513572,0.0,0.0,32.75440056040511,7.091949652600718,7.951939938325206,1,0.073716271802873,16,0.0026210635315638,1,0.0008936875073279,3,0.0086472563654963,38,0.0,5482
53067010510,0.4116031486349829,0.0,0.0,0.3146120192951954,0.0,9.17013760570276,1.250564826473514,10.291241224971998,0,0.2549916040709385,26,0.0054362627148022,2,0.0722610720998157,0,0.0,159,0.0,3366
53067010520,0.0479327042467067,0.037123786645598,0.0,0.0,0.0,21.016114922701725,1.9078931404291275,11.740134096144503,0,0.0448045779153616,8,0.0006988568440143,2,0.0043705094338738,1,0.0017791373707866,41,0.0,6728
53067010600,0.1447493845512975,0.0,0.0,0.0,0.0,27.268156272414416,0.5782674668313199,11.503880700304258,0,0.0332628122545454,9,0.0,1,0.0,4,0.2689301996601459,13,0.0,6474
53067010801,0.610970261492146,0.3068270221234034,0.3917418141960611,0.0448547438329113,0.0,13.49738427644685,0.0,14.822034926847364,0,0.2360631139142237,6,0.0006023081703144,0,0.0,3,0.2713206991558749,14,0.0,2368
53067010910,0.4608276498476575,0.0583209490673197,0.0960116343604385,0.0062603313117752,0.0,36.17607825536963,0.0,21.43363034623333,0,0.0932369995127174,2,0.0006329331817263,0,0.0,2,0.4511403567735533,14,0.0,8137
53067010920,0.2429352712631793,0.1058659595053089,0.0734692398145394,0.3384233248600047,0.0,28.299995199359987,0.0,22.11337577495327,0,0.1202908729365736,9,0.0006805490343581,3,0.0014477709093294,2,0.1327723006797628,31,0.0,5331
