geoid_o,geoid_d,pop_flows
53005011002,53005011501,244.0
53005011002,53005011503,1958.0
53005011002,53005011504,91.0
53005011002,53007960802,61.0
53005011002,53013960200,61.0
53005011002,53021020100,367.0
53005011002,53021020200,61.0
53005011002,53021020300,214.0
53005011002,53021020400,306.0
53005011002,53021020502,122.0
53005011002,53021020601,61.0
53005011002,53021020605,306.0
53005011002,53071920000,122.0
53005011002,53071920400,61.0
53005011002,53071920702,61.0
53005011100,53005011001,1390.0
53005011100,53005011002,6268.0
53005011100,53005011100,3682.0
53005011100,53005011200,1469.0
53005011100,53005011300,1821.0
53005011100,53005011401,391.0
53005011100,53005011402,235.0
53005011100,53005011501,97.0
53005011100,53005011503,4348.0
53005011100,53007960200,235.0
53005011100,53007961000,156.0
53005011100,53013960200,78.0
53005011100,53017950500,78.0
53005011100,53017950800,78.0
53005011100,53021020100,548.0
53005011100,53021020200,626.0
53005011100,53021020300,489.0
53005011100,53021020400,1312.0
53005011100,53021020502,724.0
53005011100,53021020605,548.0
53005011100,53021980100,391.0
53005011100,53025010500,78.0
53005011100,53025010600,78.0
53005011100,53025010700,156.0
53005011100,53025011402,78.0
53005011100,53033032704,156.0
53005011100,53037975500,78.0
53005011100,53063000500,137.0
53005011100,53063003500,78.0
53005011100,53063010900,78.0
53005011100,53063011101,78.0
53005011100,53063014100,78.0
53005011100,53071920000,78.0
53005011100,53071920801,78.0
53005011200,53005011001,2036.0
53005011200,53005011002,5122.0
53005011200,53005011100,2704.0
53005011200,53005011200,8431.0
53005011200,53005011300,3467.0
53005011200,53005011401,1368.0
53005011200,53005011402,413.0
53005011200,53005011501,286.0
53005011200,53005011503,3754.0
53005011200,53005011700,127.0
53005011200,53007960600,127.0
53005011200,53021020100,954.0
53005011200,53021020200,254.0
53005011200,53021020300,254.0
53005011200,53021020400,1399.0
53005011200,53021020502,763.0
53005011200,53021020601,127.0
53005011200,53021020605,572.0
53005011200,53021980100,190.0
53005011200,53063000400,127.0
53005011200,53071920000,381.0
53005011200,53071920600,127.0
53005011300,53005011001,993.0
53005011300,53005011002,3170.0
53005011300,53005011100,611.0
53005011300,53005011200,3246.0
53005011300,53005011300,5061.0
53005011300,53005011401,783.0
53005011300,53005011501,229.0
53005011300,53005011503,2139.0
53005011300,53005011700,76.0
53005011300,53021020100,572.0
53005011300,53021020200,420.0
53005011300,53021020300,458.0
53005011300,53021020400,1069.0
53005011300,53021020502,381.0
53005011300,53021020601,76.0
53005011300,53021020605,152.0
53005011300,53029970100,76.0
53005011300,53033032704,152.0
53005011300,53037975100,76.0
53005011300,53063011701,76.0
53005011300,53071920100,76.0
53005011300,53071920600,152.0
53005011300,53071920801,152.0
53005011300,53077000901,76.0
53005011401,53005011001,723.0
53005011401,53005011002,1603.0
53005011401,53005011100,1036.0
53005011401,53005011200,1564.0
53005011401,53005011300,1290.0
53005011401,53005011401,938.0
53005011401,53005011402,156.0
53005011401,53005011501,78.0
53005011401,53005011503,2053.0
53005011401,53005011700,78.0
53005011401,53021020100,234.0
53005011401,53021020200,156.0
53005011401,53021020300,78.0
53005011401,53021020400,684.0
53005011401,53021020502,234.0
53005011401,53021020601,78.0
53005011401,53021020605,156.0
53005011401,53063011101,78.0
53005011401,53071920000,78.0
53005011401,53071920100,78.0
53005011401,53071920701,156.0
53005011402,53005011001,518.0
53005011402,53005011002,3347.0
53005011402,53005011100,3139.0
53005011402,53005011200,2075.0
53005011402,53005011300,1790.0
53005011402,53005011401,726.0
53005011402,53005011402,103.0
53005011402,53005011501,415.0
53005011402,53005011503,5527.0
53005011402,53005011700,103.0
53005011402,53007960300,103.0
53005011402,53007960802,207.0
53005011402,53021020100,518.0
53005011402,53021020200,337.0
53005011402,53021020300,207.0
53005011402,53021020400,1037.0
53005011402,53021020502,570.0
53005011402,53021020601,103.0
53005011402,53021980100,103.0
53005011402,53025010400,103.0
53005011402,53035080900,103.0
53005011402,53037975200,103.0
53005011402,53037975600,103.0
53005011402,53063000400,103.0
53005011402,53063000500,103.0
53005011402,53063011101,103.0
53005011402,53063011600,103.0
53005011402,53067011624,103.0
53005011402,53071920000,103.0
53005011402,53071920600,103.0
53005011501,53005011001,1434.0
53005011501,53005011002,4411.0
53005011501,53005011100,2949.0
53005011501,53005011200,2598.0
53005011501,53005011300,3139.0
53005011501,53005011401,568.0
53005011501,53005011402,108.0
53005011501,53005011501,3572.0
53005011501,53005011503,4032.0
53005011501,53005011700,108.0
53005011501,53007960700,108.0
53005011501,53007960802,108.0
53005011501,53007961100,108.0
53005011501,53007961302,216.0
53005011501,53017950800,108.0
53005011501,53021020100,1055.0
53005011501,53021020200,649.0
53005011501,53021020300,243.0
53005011501,53021020400,1353.0
53005011501,53021020502,893.0
53005011501,53021020605,649.0
53005011501,53021980100,324.0
53005011501,53037975500,108.0
53005011501,53051970300,108.0
53005011501,53063000800,108.0
53005011501,53063003500,108.0
53005011501,53063012600,108.0
53005011501,53071920000,324.0
53005011501,53071920600,108.0
53005011501,53075000800,108.0
53005011501,53077000901,108.0
53005011503,53005011001,2559.0
53005011503,53005011002,9540.0
53005011503,53005011100,3848.0
53005011503,53005011200,3787.0
53005011503,53005011300,2989.0
53005011503,53005011401,286.0
53005011503,53005011402,327.0
53005011503,53005011501,266.0
53005011503,53005011503,12754.0
53005011503,53005011700,655.0
53005011503,53007960300,81.0
53005011503,53007960802,573.0
53005011503,53013960200,163.0
53005011503,53017950500,163.0
53005011503,53021020100,716.0
53005011503,53021020200,388.0
53005011503,53021020300,491.0
53005011503,53021020400,573.0
53005011503,53021020502,409.0
53005011503,53021020601,81.0
53005011503,53021020605,327.0
53005011503,53021980100,593.0
53005011503,53025010600,81.0
53005011503,53025011402,245.0
53005011503,53033031903,81.0
53005011503,53033032704,81.0
53005011503,53037975500,81.0
53005011503,53037975600,81.0
53005011503,53041972000,81.0
53005011503,53061051924,102.0
53005011503,53063012300,81.0
53005011503,53063014001,184.0
53005011503,53063014500,81.0
53005011503,53071920000,81.0
53005011503,53071920100,81.0
53005011503,53071920300,81.0
53005011503,53071920802,81.0
53005011503,53073001000,81.0
53005011503,53073010401,81.0
53005011504,53005011001,1027.0
53005011504,53005011002,2034.0
53005011504,53005011100,2699.0
53005011504,53005011200,1490.0
53005011504,53005011300,1853.0
53005011504,53005011401,402.0
53005011504,53005011402,221.0
53005011504,53005011501,402.0
53005011504,53005011503,3525.0
53005011504,53007960200,261.0
53005011504,53007960802,241.0
53005011504,53007961000,161.0
53005011504,53013960200,80.0
53005011504,53021020100,241.0
53005011504,53021020200,564.0
53005011504,53021020300,483.0
53005011504,53021020400,423.0
53005011504,53021020502,644.0
53005011504,53021020605,886.0
53005011504,53021980100,100.0
53005011504,53025010600,80.0
53005011504,53063011000,80.0
53005011504,53063011702,80.0
53005011504,53071920000,80.0
53005011504,53071920500,80.0
53005011600,53005011001,133.0
53005011600,53005011002,515.0
53005011600,53005011100,133.0
53005011600,53005011200,133.0
53005011600,53005011501,66.0
53005011600,53005011503,266.0
53005011600,53005011700,266.0
53005011600,53021020100,66.0
53005011600,53021020200,66.0
53005011600,53021020502,66.0
53005011600,53021020601,66.0
53005011600,53021980100,66.0
53005011700,53001950100,84.0
53005011700,53005011001,168.0
53005011700,53005011002,168.0
53005011700,53005011100,168.0
53005011700,53005011200,252.0
53005011700,53005011300,252.0
53005011700,53005011503,84.0
53005011700,53005011600,84.0
53005011700,53005011700,19556.0
53005011700,53005011800,168.0
53005011700,53013960200,84.0
53005011700,53021020100,337.0
53005011700,53021020200,168.0
53005011700,53021020300,168.0
53005011700,53021020400,210.0
53005011700,53021020502,84.0
53005011700,53021020605,168.0
53005011700,53033032704,84.0
53005011700,53035092100,84.0
53005011700,53037975100,84.0
53005011700,53061041811,84.0
53005011700,53063003500,84.0
53005011700,53063004601,84.0
53005011700,53063014100,84.0
53005011700,53071920500,84.0
53005011700,53075000800,168.0
53005011700,53077003002,168.0
53005011800,53005011001,118.0
53005011800,53005011002,118.0
53005011800,53005011200,118.0
53005011800,53005011300,236.0
53005011800,53005011503,118.0
53005011800,53005011700,19454.0
53005011800,53005011800,708.0
53005011800,53007960300,265.0
53005011800,53007960700,118.0
53005011800,53017950500,118.0
53005011800,53021020100,118.0
53005011800,53021020200,236.0
53005011800,53021020300,236.0
53005011800,53021020400,118.0
53005011800,53021020502,118.0
53005011800,53021020601,118.0
53005011800,53021020605,236.0
53005011800,53021980100,501.0
53005011800,53033022001,118.0
53005011800,53037975100,118.0
53005011800,53063014001,236.0
53005011800,53063014002,236.0
53005011800,53063014500,118.0
53005011800,53071920000,118.0
53005011800,53077002701,118.0
53005011800,53077003001,118.0
53005011800,53077940003,354.0
53007960100,53001950100,86.0
53007960100,53007960100,1829.0
53007960100,53007960300,1312.0
53007960100,53007960400,387.0
53007960100,53007960600,172.0
53007960100,53007960700,774.0
53007960100,53007960801,86.0
53007960100,53007960802,2862.0
53007960100,53007961000,602.0
53007960100,53007961100,516.0
53007960100,53007961302,172.0
53007960100,53017950500,1205.0
53007960100,53017950700,172.0
53007960100,53017950800,1571.0
53007960100,53025010500,86.0
53007960100,53035090400,86.0
53007960100,53037975100,258.0
53007960100,53037975600,86.0
53007960100,53041971000,86.0
53007960100,53045960200,86.0
53007960100,53047970600,86.0
53007960100,53047970900,107.0
53007960100,53061051500,86.0
53007960100,53063011701,86.0
53007960100,53067010920,86.0
53007960200,53001950100,112.0
53007960200,53005011503,224.0
53007960200,53007960200,22367.0
53007960200,53007960300,224.0
53007960200,53007960400,112.0
53007960200,53007960600,1009.0
53007960200,53007960700,336.0
53007960200,53007960802,5241.0
53007960200,53007961000,1709.0
53007960200,53007961100,784.0
53007960200,53007961302,112.0
53007960200,53017950400,112.0
53007960200,53017950500,1177.0
53007960200,53017950800,812.0
53007960200,53021020605,112.0
53007960200,53025010700,112.0
53007960200,53027000500,112.0
53007960200,53033021802,112.0
53007960200,53033021903,112.0
53007960200,53033022003,224.0
53007960200,53033032319,112.0
53007960200,53035080500,112.0
53007960200,53037975100,448.0
53007960200,53061041903,168.0
53007960200,53061050402,112.0
53007960200,53061051702,112.0
53007960200,53061051916,112.0
53007960200,53061051926,252.0
53007960200,53061053604,112.0
53007960200,53061053803,112.0
53007960200,53063000400,224.0
53007960200,53063000500,112.0
53007960200,53063004800,112.0
53007960200,53063011702,224.0
53007960200,53063011800,224.0
53007960200,53063012701,224.0
53007960200,53063012901,112.0
53007960200,53063012902,224.0
53007960200,53067011500,224.0
53007960200,53071920200,112.0
53007960200,53073000400,112.0
53007960200,53073001000,448.0
53007960200,53073001202,112.0
53007960200,53073010401,112.0
53007960300,53007960100,487.0
53007960300,53007960300,22487.0
53007960300,53007960400,3215.0
53007960300,53007960700,288.0
53007960300,53007960802,3016.0
53007960300,53007961000,532.0
53007960300,53007961100,177.0
53007960300,53017950300,88.0
53007960300,53017950400,88.0
53007960300,53017950500,1108.0
53007960300,53017950800,1286.0
53007960300,53021020300,88.0
53007960300,53025010400,88.0
53007960300,53025011402,88.0
53007960300,53033021903,88.0
53007960300,53033032011,199.0
53007960300,53033032319,88.0
53007960300,53033032704,88.0
53007960300,53035090501,88.0
53007960300,53035091301,88.0
53007960300,53037975500,88.0
53007960300,53047970800,399.0
53007960300,53047970900,88.0
53007960300,53057940400,88.0
53007960300,53061052107,88.0
53007960300,53063001100,155.0
53007960300,53063003500,177.0
53007960300,53063004200,88.0
53007960300,53063010401,88.0
53007960300,53063011701,88.0
53007960300,53063011702,88.0
53007960300,53063013700,88.0
53007960300,53063014100,88.0
53007960300,53073000100,88.0
53007960300,53075000800,88.0
53007960400,53007960300,7370.0
53007960400,53007960400,4444.0
53007960400,53007960802,902.0
53007960400,53007961000,88.0
53007960400,53007961100,88.0
53007960400,53017950500,638.0
53007960400,53017950800,88.0
53007960400,53021020100,88.0
53007960400,53025010700,88.0
53007960400,53033020300,88.0
53007960400,53033020700,88.0
53007960400,53033031400,88.0
53007960400,53033032003,88.0
53007960400,53033032006,88.0
53007960400,53033032319,88.0
53007960400,53037975100,88.0
53007960400,53047970800,88.0
53007960400,53047970900,88.0
53007960400,53053070205,88.0
53007960400,53061041805,88.0
53007960400,53061051500,88.0
53007960400,53061052706,88.0
53007960400,53061053803,88.0
53007960400,53063013700,264.0
53007960600,53007960200,1750.0
53007960600,53007960300,116.0
53007960600,53007960600,7382.0
53007960600,53007960700,1721.0
53007960600,53007960802,8870.0
53007960600,53007961000,2450.0
53007960600,53007961100,1371.0
53007960600,53007961301,116.0
53007960600,53017950300,233.0
53007960600,53017950500,1079.0
53007960600,53017950700,116.0
53007960600,53017950800,1663.0
53007960600,53025010400,116.0
53007960600,53025010600,233.0
53007960600,53033021803,116.0
53007960600,53033021804,145.0
53007960600,53033032319,116.0
53007960600,53033032704,116.0
53007960600,53047970600,233.0
53007960600,53049950600,116.0
53007960600,53057940200,116.0
53007960600,53061041301,116.0
53007960600,53061041806,116.0
53007960600,53061051905,116.0
53007960600,53061051916,116.0
53007960600,53063002400,116.0
53007960700,53005011300,84.0
53007960700,53007960100,189.0
53007960700,53007960200,1011.0
53007960700,53007960300,758.0
53007960700,53007960400,84.0
53007960700,53007960600,631.0
53007960700,53007960700,3518.0
53007960700,53007960801,84.0
53007960700,53007960802,11902.0
53007960700,53007961000,4107.0
53007960700,53007961100,1474.0
53007960700,53007961200,84.0
53007960700,53007961301,84.0
53007960700,53007961302,947.0
53007960700,53017950300,337.0
53007960700,53017950400,84.0
53007960700,53017950500,3328.0
53007960700,53017950600,168.0
53007960700,53017950700,484.0
53007960700,53017950800,1853.0
53007960700,53021020100,84.0
53007960700,53025010400,84.0
53007960700,53025010500,84.0
53007960700,53025010600,84.0
53007960700,53025010700,84.0
53007960700,53033032704,84.0
53007960700,53035091800,84.0
53007960700,53037975100,168.0
53007960700,53061051802,84.0
53007960700,53063001300,84.0
53007960700,53063002400,84.0
53007960700,53063011000,84.0
53007960700,53063013800,84.0
53007960700,53071920000,168.0
53007960700,53071920600,84.0
53007960700,53073000501,84.0
53007960700,53077000901,126.0
53007960801,53007960100,99.0
53007960801,53007960200,399.0
53007960801,53007960300,599.0
53007960801,53007960400,249.0
53007960801,53007960600,673.0
53007960801,53007960700,599.0
53007960801,53007960801,299.0
53007960801,53007960802,6889.0
53007960801,53007961000,4043.0
53007960801,53007961100,1347.0
53007960801,53007961200,99.0
53007960801,53007961301,99.0
53007960801,53007961302,1173.0
53007960801,53017950300,349.0
53007960801,53017950400,99.0
53007960801,53017950500,1472.0
53007960801,53017950600,99.0
53007960801,53017950700,399.0
53007960801,53017950800,1023.0
53007960801,53021020100,99.0
53007960801,53025010700,124.0
53007960801,53025011402,99.0
53007960801,53033032319,99.0
53007960801,53033032704,99.0
53007960801,53037975100,99.0
53007960801,53037975500,99.0
53007960801,53047970600,99.0
53007960801,53061051928,99.0
53007960801,53063004601,99.0
53007960801,53063010401,199.0
53007960801,53063014001,99.0
53007960801,53073000300,99.0
53007960801,53073000400,99.0
53007960801,53077000901,99.0
53007960802,53007960100,92.0
53007960802,53007960200,929.0
53007960802,53007960300,557.0
53007960802,53007960400,278.0
53007960802,53007960600,464.0
53007960802,53007960700,1231.0
53007960802,53007960801,650.0
53007960802,53007960802,22354.0
53007960802,53007961000,4182.0
53007960802,53007961100,3090.0
53007960802,53007961200,92.0
53007960802,53007961302,975.0
53007960802,53017950300,464.0
53007960802,53017950400,92.0
53007960802,53017950500,1859.0
53007960802,53017950600,278.0
53007960802,53017950700,929.0
53007960802,53017950800,3555.0
53007960802,53025010600,278.0
53007960802,53025010700,487.0
53007960802,53033000100,92.0
53007960802,53037975100,185.0
53007960802,53037975600,92.0
53007960802,53061041805,92.0
53007960802,53061041808,92.0
53007960802,53061051702,92.0
53007960802,53061051802,92.0
53007960802,53063002400,92.0
53007960802,53063004000,92.0
53007960802,53063011702,185.0
53007960802,53063012000,92.0
53007960802,53063013000,92.0
53007960802,53071920500,92.0
53007960802,53071920600,116.0
53007960802,53073001000,92.0
53007960802,53077000400,92.0
53007960802,53077003001,92.0
53007961000,53007960100,90.0
53007961000,53007960200,90.0
53007961000,53007960300,563.0
53007961000,53007960400,360.0
53007961000,53007960600,901.0
53007961000,53007960700,721.0
53007961000,53007960802,10074.0
53007961000,53007961000,6130.0
53007961000,53007961100,1442.0
53007961000,53007961301,180.0
53007961000,53007961302,1262.0
53007961000,53017950300,270.0
53007961000,53017950500,2389.0
53007961000,53017950600,90.0
53007961000,53017950700,180.0
53007961000,53017950800,2208.0
53007961000,53025010600,90.0
53007961000,53025010700,90.0
53007961000,53033021903,180.0
53007961000,53033032602,90.0
53007961000,53037975100,90.0
53007961000,53037975600,270.0
53007961000,53047970900,90.0
53007961000,53061041905,90.0
53007961000,53063002500,90.0
53007961000,53063011102,90.0
53007961000,53071920600,90.0
53007961000,53077001000,180.0
53007961100,53007960100,122.0
53007961100,53007960200,1406.0
53007961100,53007960300,733.0
53007961100,53007960400,122.0
53007961100,53007960600,1070.0
53007961100,53007960700,4066.0
53007961100,53007960801,122.0
53007961100,53007960802,21616.0
53007961100,53007961000,10120.0
53007961100,53007961100,11893.0
53007961100,53007961301,122.0
53007961100,53007961302,3424.0
53007961100,53011040710,122.0
53007961100,53017950300,642.0
53007961100,53017950500,7337.0
53007961100,53017950600,519.0
53007961100,53017950700,1345.0
53007961100,53017950800,6970.0
53007961100,53021020400,122.0
53007961100,53025010600,336.0
53007961100,53025010700,244.0
53007961100,53033032704,122.0
53007961100,53035080300,122.0
53007961100,53037975500,244.0
53007961100,53037975600,122.0
53007961100,53063002400,183.0
53007961100,53063013202,122.0
53007961100,53073001201,244.0
53007961200,53007960200,840.0
53007961200,53007960300,270.0
53007961200,53007960400,120.0
53007961200,53007960600,690.0
53007961200,53007960700,1530.0
53007961200,53007960801,120.0
53007961200,53007960802,7983.0
53007961200,53007961000,5042.0
53007961200,53007961100,3661.0
53007961200,53007961200,630.0
53007961200,53007961301,240.0
53007961200,53007961302,750.0
53007961200,53017950300,360.0
53007961200,53017950400,120.0
53007961200,53017950500,3211.0
53007961200,53017950600,480.0
53007961200,53017950700,480.0
53007961200,53017950800,3601.0
53007961200,53025010400,300.0
53007961200,53033032006,180.0
53007961200,53033032704,120.0
53007961200,53037975100,180.0
53007961200,53037975600,120.0
53007961200,53043960400,120.0
53007961200,53047970600,120.0
53007961200,53061041202,120.0
53007961200,53061041605,120.0
53007961200,53063003000,120.0
53007961200,53063011102,120.0
53007961301,53007960300,132.0
53007961301,53007960700,396.0
53007961301,53007960801,264.0
53007961301,53007960802,3599.0
53007961301,53007961000,1188.0
53007961301,53007961100,1056.0
53007961301,53007961200,264.0
53007961301,53007961301,264.0
53007961301,53007961302,726.0
53007961301,53017950500,396.0
53007961301,53017950800,1420.0
53007961301,53067010920,132.0
53007961302,53007960100,229.0
53007961302,53007960200,1168.0
53007961302,53007960300,727.0
53007961302,53007960400,76.0
53007961302,53007960600,593.0
53007961302,53007960700,1742.0
53007961302,53007960801,785.0
53007961302,53007960802,21851.0
53007961302,53007961000,8388.0
53007961302,53007961100,3619.0
53007961302,53007961200,153.0
53007961302,53007961301,383.0
53007961302,53007961302,4155.0
53007961302,53017950300,497.0
53007961302,53017950400,153.0
53007961302,53017950500,3006.0
53007961302,53017950600,593.0
53007961302,53017950700,459.0
53007961302,53017950800,3274.0
53007961302,53025010400,497.0
53007961302,53025010500,153.0
53007961302,53025010600,555.0
53007961302,53033000600,76.0
53007961302,53033032319,76.0
53007961302,53033032704,153.0
53007961302,53037975100,76.0
53007961302,53037975200,76.0
53007961302,53037975500,76.0
53007961302,53037975600,383.0
53007961302,53061041805,76.0
53007961302,53061051300,76.0
53007961302,53061051400,114.0
53007961302,53061051802,76.0
53007961302,53063000400,76.0
53007961302,53063003100,76.0
53007961302,53063003500,76.0
53007961302,53063012200,76.0
53007961302,53063014500,76.0
53007961302,53067012221,76.0
53007961302,53073001201,76.0
53007961302,53077000400,76.0
53007961302,53077000901,95.0
53009000200,53009000200,857.0
53009000200,53009000300,857.0
53009000200,53009000900,548.0
53009000200,53009001000,137.0
53009000200,53009001300,137.0
53009000200,53009001500,137.0
53009000200,53035090202,137.0
53009000200,53041970300,137.0
53009000200,53041970700,137.0
53009000200,53041970800,137.0
53009000200,53067010800,137.0
53009000300,53009000200,132.0
53009000300,53009000300,16600.0
53009000300,53009000400,531.0
53009000300,53009000600,132.0
53009000300,53009000700,265.0
53009000300,53009000900,796.0
53009000300,53009001000,265.0
53009000300,53009001100,132.0
53009000300,53009001200,1361.0
53009000300,53009001300,1128.0
53009000300,53027000700,132.0
53009000300,53029971100,132.0
53009000300,53031950702,664.0
53009000300,53035081000,132.0
53009000300,53035081200,132.0
53009000300,53035090202,265.0
53009000300,53035091201,265.0
53009000300,53035092100,132.0
53009000300,53041970800,132.0
53009000300,53067010700,132.0
53009000300,53067011200,132.0
53009000300,53067012310,232.0
53009000300,53067012520,132.0
53009000300,53067012720,132.0
53009000300,53073001201,132.0
53009000400,53009000200,250.0
53009000400,53009000300,4221.0
53009000400,53009000400,250.0
53009000400,53009000700,125.0
53009000400,53009000800,125.0
53009000400,53009000900,250.0
53009000400,53009001000,125.0
53009000400,53009001100,125.0
53009000400,53009001200,750.0
53009000400,53009001300,125.0
53009000400,53027000400,125.0
53009000400,53031950300,125.0
53009000400,53041971000,125.0
53009000400,53045960200,125.0
53009000600,53007960600,116.0
53009000600,53009000300,232.0
53009000600,53009000600,1624.0
53009000600,53009000700,493.0
53009000600,53009000800,1131.0
53009000600,53009000900,3161.0
53009000600,53009001000,2755.0
53009000600,53009001100,667.0
53009000600,53009001200,2900.0
53009000600,53009001300,1914.0
53009000600,53009001400,116.0
53009000600,53009001500,667.0
53009000600,53031950702,116.0
53009000600,53033020700,116.0
53009000600,53033021903,116.0
53009000600,53033031706,116.0
53009000600,53035091201,406.0
53009000600,53037975100,116.0
53009000600,53063013700,116.0
53009000600,53071920100,116.0
53009000600,53073001201,116.0
53009000700,53009000300,240.0
53009000700,53009000400,120.0
53009000700,53009000600,360.0
53009000700,53009000700,631.0
53009000700,53009000800,1743.0
53009000700,53009000900,4568.0
53009000700,53009001000,4808.0
53009000700,53009001100,1021.0
53009000700,53009001200,5139.0
53009000700,53009001300,2464.0
53009000700,53009001500,360.0
53009000700,53033000600,120.0
53009000700,53035090400,360.0
53009000700,53035090502,120.0
53009000700,53035091201,450.0
53009000700,53035091204,120.0
53009000700,53037975600,120.0
53009000700,53061051702,120.0
53009000700,53061051925,120.0
53009000700,53067010800,120.0
53009000800,53005011503,125.0
53009000800,53009000200,251.0
53009000800,53009000700,850.0
53009000800,53009000800,1542.0
53009000800,53009000900,5226.0
53009000800,53009001000,4533.0
53009000800,53009001100,944.0
53009000800,53009001200,5006.0
53009000800,53009001300,3054.0
53009000800,53009001400,220.0
53009000800,53009001500,377.0
53009000800,53009940000,125.0
53009000800,53035090201,157.0
53009000800,53035090202,125.0
53009000800,53035090501,125.0
53009000800,53035091201,377.0
53009000800,53035091204,377.0
53009000800,53037975100,251.0
53009000800,53045960200,125.0
53009000800,53067012420,377.0
53009000900,53009000700,394.0
53009000900,53009000800,631.0
53009000900,53009000900,3209.0
53009000900,53009001000,3077.0
53009000900,53009001100,631.0
53009000900,53009001200,2236.0
53009000900,53009001300,657.0
53009000900,53009001500,315.0
53009000900,53029970700,105.0
53009000900,53035091201,105.0
53009000900,53035091203,105.0
53009000900,53045940000,105.0
53009000900,53045960200,157.0
53009000900,53063010401,105.0
53009000900,53067011500,105.0
53009001000,53009000300,113.0
53009001000,53009000700,226.0
53009001000,53009000800,113.0
53009001000,53009000900,708.0
53009001000,53009001000,2407.0
53009001000,53009001100,339.0
53009001000,53009001200,2917.0
53009001000,53009001300,1387.0
53009001000,53035091201,113.0
53009001000,53035091500,113.0
53009001000,53067010400,113.0
53009001000,53067012310,113.0
53009001100,53001950100,91.0
53009001100,53007960802,91.0
53009001100,53009000200,91.0
53009001100,53009000300,91.0
53009001100,53009000600,275.0
53009001100,53009000700,91.0
53009001100,53009000800,827.0
53009001100,53009000900,1976.0
53009001100,53009001000,2643.0
53009001100,53009001100,919.0
53009001100,53009001200,3241.0
53009001100,53009001300,1838.0
53009001100,53009001500,275.0
53009001100,53033020402,91.0
53009001100,53035090202,91.0
53009001100,53035090502,91.0
53009001100,53035091201,183.0
53009001100,53061041704,91.0
53009001100,53061051802,183.0
53009001200,53009000200,76.0
53009001200,53009000600,153.0
53009001200,53009000700,403.0
53009001200,53009000800,384.0
53009001200,53009000900,2672.0
53009001200,53009001000,3037.0
53009001200,53009001100,461.0
53009001200,53009001200,6190.0
53009001200,53009001300,3287.0
53009001200,53009001400,76.0
53009001200,53009001500,480.0
53009001200,53031950702,76.0
53009001200,53033000402,76.0
53009001200,53033020700,76.0
53009001200,53033032704,76.0
53009001200,53035090202,76.0
53009001200,53035091201,153.0
53009001200,53035091203,76.0
53009001200,53035091600,76.0
53009001200,53035091900,76.0
53009001200,53037975100,76.0
53009001200,53041971400,76.0
