STATE,GEOID,LOCATION,AREA_SQMI,SVI Score
Washington,53009000300,"Census Tract 3, Clallam County, Washington",22.18709699,0.9264
Washington,53009000600,"Census Tract 6, Clallam County, Washington",411.6831062,0.6816
Washington,53009000700,"Census Tract 7, Clallam County, Washington",4.801719685,0.7321
Washington,53009000800,"Census Tract 8, Clallam County, Washington",1.214341369,0.6799
Washington,53009000900,"Census Tract 9, Clallam County, Washington",0.895879807,0.642
Washington,53009001000,"Census Tract 10, Clallam County, Washington",0.68817585,0.8503
Washington,53009001100,"Census Tract 11, Clallam County, Washington",4.274125202,0.6354
Washington,53009001200,"Census Tract 12, Clallam County, Washington",2.551987887,0.6885
Washington,53009001300,"Census Tract 13, Clallam County, Washington",3.87755366,0.4035
Washington,53009001400,"Census Tract 14, Clallam County, Washington",35.72264623,0.3859
Washington,53009001500,"Census Tract 15, Clallam County, Washington",196.8923925,0.4963
Washington,53009001600,"Census Tract 16, Clallam County, Washington",8.336741797,0.3914
Washington,53009001701,"Census Tract 17.01, Clallam County, Washington",4.188289708,0.1756
Washington,53009001702,"Census Tract 17.02, Clallam County, Washington",8.036560234,0.2312
Washington,53009001800,"Census Tract 18, Clallam County, Washington",85.92051204,0.2762
Washington,53009001901,"Census Tract 19.01, Clallam County, Washington",6.650377605,0.1586
Washington,53009001902,"Census Tract 19.02, Clallam County, Washington",8.537840321,0.1931
Washington,53009002001,"Census Tract 20.01, Clallam County, Washington",2.331976543,0.483
Washington,53009002002,"Census Tract 20.02, Clallam County, Washington",5.006967261,0.6913
Washington,53009002100,"Census Tract 21, Clallam County, Washington",1.460942786,0.9236
Washington,53009002301,"Census Tract 23.01, Clallam County, Washington",20.5506608,0.3552
Washington,53009002302,"Census Tract 23.02, Clallam County, Washington",91.25193394,0.1574
Washington,53009002400,"Census Tract 24, Clallam County, Washington",769.0677761,0.7383
Washington,53009940000,"Census Tract 9400, Clallam County, Washington",42.61059085,0.8025
Washington,53009990100,"Census Tract 9901, Clallam County, Washington",0,-999
Washington,53011040101,"Census Tract 401.01, Clark County, Washington",128.8225172,0.2488
Washington,53011040102,"Census Tract 401.02, Clark County, Washington",20.77885133,0.4027
Washington,53011040201,"Census Tract 402.01, Clark County, Washington",22.80720576,0.4017
Washington,53011040202,"Census Tract 402.02, Clark County, Washington",26.97905679,0.2431
Washington,53011040203,"Census Tract 402.03, Clark County, Washington",23.77812719,0.1397
Washington,53011040301,"Census Tract 403.01, Clark County, Washington",10.95431065,0.2476
Washington,53011040303,"Census Tract 403.03, Clark County, Washington",8.390296847,0.2466
Washington,53011040304,"Census Tract 403.04, Clark County, Washington",6.307107445,0.0213
Washington,53011040305,"Census Tract 403.05, Clark County, Washington",7.929966738,0.0359
Washington,53011040403,"Census Tract 404.03, Clark County, Washington",16.38541058,0.1209
Washington,53011040407,"Census Tract 404.07, Clark County, Washington",2.214713118,0.3988
Washington,53011040408,"Census Tract 404.08, Clark County, Washington",7.84516175,0.3375
Washington,53011040409,"Census Tract 404.09, Clark County, Washington",3.176963087,0.0504
Washington,53011040411,"Census Tract 404.11, Clark County, Washington",0.785227607,0.6762
Washington,53011040412,"Census Tract 404.12, Clark County, Washington",1.528094804,0.3011
Washington,53011040413,"Census Tract 404.13, Clark County, Washington",2.533563872,0.6897
Washington,53011040414,"Census Tract 404.14, Clark County, Washington",4.909358745,0.3741
Washington,53011040415,"Census Tract 404.15, Clark County, Washington",1.388474144,0.4865
Washington,53011040416,"Census Tract 404.16, Clark County, Washington",7.737232728,0.1357
Washington,53011040504,"Census Tract 405.04, Clark County, Washington",75.12578893,0.1833
Washington,53011040505,"Census Tract 405.05, Clark County, Washington",15.40069874,0.2366
Washington,53011040507,"Census Tract 405.07, Clark County, Washington",9.846436525,0.7194
Washington,53011040509,"Census Tract 405.09, Clark County, Washington",0.74389616,0.4546
Washington,53011040510,"Census Tract 405.10, Clark County, Washington",18.191027,0.0943
Washington,53011040511,"Census Tract 405.11, Clark County, Washington",33.23854898,0.2061
Washington,53011040512,"Census Tract 405.12, Clark County, Washington",1.023242115,0.021
Washington,53011040513,"Census Tract 405.13, Clark County, Washington",1.423876994,0.1887
Washington,53011040603,"Census Tract 406.03, Clark County, Washington",21.450058,0.1206
Washington,53011040604,"Census Tract 406.04, Clark County, Washington",8.536925259,0.3186
Washington,53011040605,"Census Tract 406.05, Clark County, Washington",8.147762629,0.2958
Washington,53011040608,"Census Tract 406.08, Clark County, Washington",3.695408883,0.3552
Washington,53011040609,"Census Tract 406.09, Clark County, Washington",1.252871646,0.0345
Washington,53011040610,"Census Tract 406.10, Clark County, Washington",1.152115627,0.0428
Washington,53011040703,"Census Tract 407.03, Clark County, Washington",1.845676441,0.4353
Washington,53011040706,"Census Tract 407.06, Clark County, Washington",0.730241662,0.8744
Washington,53011040707,"Census Tract 407.07, Clark County, Washington",0.637033937,0.6346
Washington,53011040709,"Census Tract 407.09, Clark County, Washington",4.51086596,0.2567
Washington,53011040711,"Census Tract 407.11, Clark County, Washington",0.774437986,0.6586
Washington,53011040712,"Census Tract 407.12, Clark County, Washington",1.130576927,0.4701
Washington,53011040713,"Census Tract 407.13, Clark County, Washington",2.300526605,0.1276
Washington,53011040714,"Census Tract 407.14, Clark County, Washington",0.4735653,0.7591
Washington,53011040715,"Census Tract 407.15, Clark County, Washington",7.990802127,0.2632
Washington,53011040803,"Census Tract 408.03, Clark County, Washington",1.457292964,0.5632
Washington,53011040806,"Census Tract 408.06, Clark County, Washington",1.349429579,0.2524
Washington,53011040808,"Census Tract 408.08, Clark County, Washington",1.427968517,0.3204
Washington,53011040809,"Census Tract 408.09, Clark County, Washington",0.88423497,0.515
Washington,53011040810,"Census Tract 408.10, Clark County, Washington",0.8547028,0.578
Washington,53011040811,"Census Tract 408.11, Clark County, Washington",1.708375867,0.1789
Washington,53011040812,"Census Tract 408.12, Clark County, Washington",3.243147147,0.2202
Washington,53011040904,"Census Tract 409.04, Clark County, Washington",1.63684661,0.6545
Washington,53011040905,"Census Tract 409.05, Clark County, Washington",10.10303528,0.2544
Washington,53011040907,"Census Tract 409.07, Clark County, Washington",2.127590747,0.1102
Washington,53011040908,"Census Tract 409.08, Clark County, Washington",1.689338722,0.1583
Washington,53011040909,"Census Tract 409.09, Clark County, Washington",1.627977847,0.1437
Washington,53011040910,"Census Tract 409.10, Clark County, Washington",2.701044495,0.2985
Washington,53011041003,"Census Tract 410.03, Clark County, Washington",1.297028974,0.4458
Washington,53011041005,"Census Tract 410.05, Clark County, Washington",14.14538075,0.7766
Washington,53011041007,"Census Tract 410.07, Clark County, Washington",0.756455286,0.5285
Washington,53011041008,"Census Tract 410.08, Clark County, Washington",0.990395646,0.1456
Washington,53011041009,"Census Tract 410.09, Clark County, Washington",0.942664558,0.722
Washington,53011041010,"Census Tract 410.10, Clark County, Washington",1.381089171,0.7948
Washington,53011041011,"Census Tract 410.11, Clark County, Washington",1.511548403,0.6131
Washington,53011041104,"Census Tract 411.04, Clark County, Washington",0.726987209,0.8294
Washington,53011041105,"Census Tract 411.05, Clark County, Washington",1.777764188,0.3061
Washington,53011041107,"Census Tract 411.07, Clark County, Washington",0.784581658,0.3633
Washington,53011041110,"Census Tract 411.10, Clark County, Washington",1.185972139,0.501
Washington,53011041111,"Census Tract 411.11, Clark County, Washington",0.288694257,0.924
Washington,53011041112,"Census Tract 411.12, Clark County, Washington",0.880565843,0.7312
Washington,53011041113,"Census Tract 411.13, Clark County, Washington",0.490808229,0.7828
Washington,53011041114,"Census Tract 411.14, Clark County, Washington",0.755548332,0.7153
Washington,53011041203,"Census Tract 412.03, Clark County, Washington",1.508180049,0.7892
Washington,53011041205,"Census Tract 412.05, Clark County, Washington",0.936952951,0.7012
Washington,53011041206,"Census Tract 412.06, Clark County, Washington",1.214892337,0.7635
Washington,53011041207,"Census Tract 412.07, Clark County, Washington",0.383215115,0.7439
Washington,53011041208,"Census Tract 412.08, Clark County, Washington",1.223177314,0.2213
Washington,53011041309,"Census Tract 413.09, Clark County, Washington",1.17739025,0.71
Washington,53011041310,"Census Tract 413.10, Clark County, Washington",1.366881389,0.5243
Washington,53011041312,"Census Tract 413.12, Clark County, Washington",1.079166287,0.7773
Washington,53011041313,"Census Tract 413.13, Clark County, Washington",0.666540238,0.7351
Washington,53011041317,"Census Tract 413.17, Clark County, Washington",1.135058412,0.5184
Washington,53011041319,"Census Tract 413.19, Clark County, Washington",1.256501777,0.5276
Washington,53011041320,"Census Tract 413.20, Clark County, Washington",0.85890861,0.6322
Washington,53011041321,"Census Tract 413.21, Clark County, Washington",1.582084219,0.2814
Washington,53011041322,"Census Tract 413.22, Clark County, Washington",0.810143155,0.8169
Washington,53011041323,"Census Tract 413.23, Clark County, Washington",0.801884819,0.8515
Washington,53011041325,"Census Tract 413.25, Clark County, Washington",1.825600295,0.2652
Washington,53011041326,"Census Tract 413.26, Clark County, Washington",1.344677435,0.436
Washington,53011041328,"Census Tract 413.28, Clark County, Washington",2.117980668,0.2681
Washington,53011041329,"Census Tract 413.29, Clark County, Washington",1.232581986,0.4179
Washington,53011041330,"Census Tract 413.30, Clark County, Washington",0.712978656,0.5462
Washington,53011041331,"Census Tract 413.31, Clark County, Washington",0.567283838,0.6628
Washington,53011041332,"Census Tract 413.32, Clark County, Washington",0.606515277,0.1688
Washington,53011041333,"Census Tract 413.33, Clark County, Washington",0.564822052,0.3592
Washington,53011041334,"Census Tract 413.34, Clark County, Washington",1.79146077,0.2633
Washington,53011041335,"Census Tract 413.35, Clark County, Washington",1.018496149,0.3022
Washington,53011041336,"Census Tract 413.36, Clark County, Washington",0.336442719,0.717
Washington,53011041337,"Census Tract 413.37, Clark County, Washington",1.000481788,0.4242
Washington,53011041400,"Census Tract 414, Clark County, Washington",3.363423325,0.1494
Washington,53011041500,"Census Tract 415, Clark County, Washington",1.375229301,0.4237
Washington,53011041600,"Census Tract 416, Clark County, Washington",1.044842977,0.9861
Washington,53011041700,"Census Tract 417, Clark County, Washington",0.437848548,0.7888
Washington,53011041800,"Census Tract 418, Clark County, Washington",0.56742438,0.793
Washington,53011041900,"Census Tract 419, Clark County, Washington",0.453967535,0.5375
Washington,53011042000,"Census Tract 420, Clark County, Washington",0.269510007,0.3416
Washington,53011042100,"Census Tract 421, Clark County, Washington",0.50797471,0.4827
Washington,53011042300,"Census Tract 423, Clark County, Washington",0.466442104,0.6843
Washington,53011042400,"Census Tract 424, Clark County, Washington",0.396555712,0.7709
Washington,53011042500,"Census Tract 425, Clark County, Washington",0.359646291,0.5067
Washington,53011042601,"Census Tract 426.01, Clark County, Washington",1.702966578,0.3592
Washington,53011042602,"Census Tract 426.02, Clark County, Washington",1.152947676,0.5253
Washington,53011042700,"Census Tract 427, Clark County, Washington",0.460046711,0.9203
Washington,53011042800,"Census Tract 428, Clark County, Washington",0.955227931,0.2632
Washington,53011042900,"Census Tract 429, Clark County, Washington",0.609442316,0.4042
Washington,53011043000,"Census Tract 430, Clark County, Washington",0.507692856,0.833
Washington,53011043100,"Census Tract 431, Clark County, Washington",1.141917128,0.4096
Washington,53013960200,"Census Tract 9602, Columbia County, Washington",868.5846264,0.5649
Washington,53015000400,"Census Tract 4, Cowlitz County, Washington",0.873889753,0.7083
Washington,53015000501,"Census Tract 5.01, Cowlitz County, Washington",0.426757768,0.514
Washington,53015000502,"Census Tract 5.02, Cowlitz County, Washington",0.533694123,0.8209
Washington,53015000601,"Census Tract 6.01, Cowlitz County, Washington",0.487247983,0.8322
Washington,53015000602,"Census Tract 6.02, Cowlitz County, Washington",0.869899003,0.1388
Washington,53015000702,"Census Tract 7.02, Cowlitz County, Washington",1.150892069,0.6997
Washington,53015000703,"Census Tract 7.03, Cowlitz County, Washington",1.934971023,0.6504
Washington,53015000705,"Census Tract 7.05, Cowlitz County, Washington",1.223689671,0.7348
Washington,53015000706,"Census Tract 7.06, Cowlitz County, Washington",1.335414848,0.6376
Washington,53015000801,"Census Tract 8.01, Cowlitz County, Washington",1.807860839,0.0812
Washington,53015000802,"Census Tract 8.02, Cowlitz County, Washington",4.242016573,0.2812
Washington,53015000901,"Census Tract 9.01, Cowlitz County, Washington",1.338897488,0.5206
Washington,53015000902,"Census Tract 9.02, Cowlitz County, Washington",3.744800209,0.5694
Washington,53015001000,"Census Tract 10, Cowlitz County, Washington",0.282242493,0.7861
Washington,53015001100,"Census Tract 11, Cowlitz County, Washington",2.550797921,0.7998
Washington,53015001200,"Census Tract 12, Cowlitz County, Washington",7.598528673,0.4869
Washington,53015001300,"Census Tract 13, Cowlitz County, Washington",3.992928659,0.6624
Washington,53015001501,"Census Tract 15.01, Cowlitz County, Washington",156.2497134,0.5312
Washington,53015001503,"Census Tract 15.03, Cowlitz County, Washington",14.5021695,0.4057
Washington,53015001504,"Census Tract 15.04, Cowlitz County, Washington",13.23522598,0.942
Washington,53015001601,"Census Tract 16.01, Cowlitz County, Washington",13.0207301,0.3115
Washington,53015001602,"Census Tract 16.02, Cowlitz County, Washington",28.68021332,0.115
Washington,53015001700,"Census Tract 17, Cowlitz County, Washington",151.9709024,0.2126
Washington,53015001800,"Census Tract 18, Cowlitz County, Washington",443.7272567,0.403
Washington,53015001900,"Census Tract 19, Cowlitz County, Washington",113.267843,0.4249
Washington,53015002001,"Census Tract 20.01, Cowlitz County, Washington",88.074828,0.2838
Washington,53015002003,"Census Tract 20.03, Cowlitz County, Washington",24.32204993,0.5606
Washington,53015002004,"Census Tract 20.04, Cowlitz County, Washington",48.5925062,0.1146
Washington,53015002100,"Census Tract 21, Cowlitz County, Washington",1.33731949,0.7788
Washington,53015980000,"Census Tract 9800, Cowlitz County, Washington",9.782984522,0.6975
Washington,53017950101,"Census Tract 9501.01, Douglas County, Washington",211.0818831,0.9097
Washington,53017950102,"Census Tract 9501.02, Douglas County, Washington",621.1558991,0.9407
Washington,53017950200,"Census Tract 9502, Douglas County, Washington",905.5542644,0.5973
Washington,53017950300,"Census Tract 9503, Douglas County, Washington",70.95038151,0.6354
Washington,53017950400,"Census Tract 9504, Douglas County, Washington",4.118570111,0.6818
Washington,53017950500,"Census Tract 9505, Douglas County, Washington",0.906701473,0.8064
Washington,53017950600,"Census Tract 9506, Douglas County, Washington",2.305218902,0.5483
Washington,53017950700,"Census Tract 9507, Douglas County, Washington",1.012411182,0.9386
Washington,53017950800,"Census Tract 9508, Douglas County, Washington",2.157782379,0.8799
Washington,53019940000,"Census Tract 9400, Ferry County, Washington",1084.006669,0.8068
Washington,53019970100,"Census Tract 9701, Ferry County, Washington",774.0010272,0.6862
Washington,53019970200,"Census Tract 9702, Ferry County, Washington",345.2326276,0.7568
Washington,53021020101,"Census Tract 201.01, Franklin County, Washington",4.181392768,0.8015
Washington,53021020102,"Census Tract 201.02, Franklin County, Washington",9.758761255,0.9312
Washington,53021020103,"Census Tract 201.03, Franklin County, Washington",0.949926364,0.5303
Washington,53021020201,"Census Tract 202.01, Franklin County, Washington",0.252932331,0.993
Washington,53021020202,"Census Tract 202.02, Franklin County, Washington",0.702056989,0.9943
Washington,53021020300,"Census Tract 203, Franklin County, Washington",1.403229418,0.9922
Washington,53021020401,"Census Tract 204.01, Franklin County, Washington",0.582553014,0.6221
Washington,53021020402,"Census Tract 204.02, Franklin County, Washington",0.240756991,0.9987
Washington,53021020403,"Census Tract 204.03, Franklin County, Washington",0.44375089,0.7024
Washington,53021020404,"Census Tract 204.04, Franklin County, Washington",0.456560982,0.9561
Washington,53021020501,"Census Tract 205.01, Franklin County, Washington",3.576157805,0.3891
Washington,53021020503,"Census Tract 205.03, Franklin County, Washington",1.688063041,0.3086
Washington,53021020504,"Census Tract 205.04, Franklin County, Washington",2.558275172,0.6682
Washington,53021020603,"Census Tract 206.03, Franklin County, Washington",1.165818773,0.5448
Washington,53021020605,"Census Tract 206.05, Franklin County, Washington",2.764243987,0.3244
Washington,53021020606,"Census Tract 206.06, Franklin County, Washington",3.708034418,0.4149
Washington,53021020607,"Census Tract 206.07, Franklin County, Washington",1.452114178,0.3707
Washington,53021020608,"Census Tract 206.08, Franklin County, Washington",204.7385334,0.743
Washington,53021020700,"Census Tract 207, Franklin County, Washington",543.6513169,0.6489
Washington,53021020801,"Census Tract 208.01, Franklin County, Washington",231.2814857,0.8007
Washington,53021020802,"Census Tract 208.02, Franklin County, Washington",223.2555792,0.9191
Washington,53021980100,"Census Tract 9801, Franklin County, Washington",2.78379542,-999
Washington,53023970300,"Census Tract 9703, Garfield County, Washington",710.8349778,0.3953
Washington,53025010100,"Census Tract 101, Grant County, Washington",525.5640833,0.7514
Washington,53025010200,"Census Tract 102, Grant County, Washington",423.0285984,0.3856
Washington,53025010300,"Census Tract 103, Grant County, Washington",58.59266268,0.8825
Washington,53025010401,"Census Tract 104.01, Grant County, Washington",15.25810084,0.5592
Washington,53025010402,"Census Tract 104.02, Grant County, Washington",16.51193273,0.7017
Washington,53025010500,"Census Tract 105, Grant County, Washington",276.6107921,0.7515
Washington,53025010600,"Census Tract 106, Grant County, Washington",3.2543248,0.8385
Washington,53025010700,"Census Tract 107, Grant County, Washington",329.6026403,0.8779
Washington,53025010800,"Census Tract 108, Grant County, Washington",14.57074353,0.9795
Washington,53025010901,"Census Tract 109.01, Grant County, Washington",4.344949436,0.4766
Washington,53025010903,"Census Tract 109.03, Grant County, Washington",2.39612546,0.8773
Washington,53025010904,"Census Tract 109.04, Grant County, Washington",4.228131959,0.6602
Washington,53025011001,"Census Tract 110.01, Grant County, Washington",8.367727255,0.5561
Washington,53025011002,"Census Tract 110.02, Grant County, Washington",29.85626418,0.6669
Washington,53025011101,"Census Tract 111.01, Grant County, Washington",2.027059438,0.5942
Washington,53025011102,"Census Tract 111.02, Grant County, Washington",1.215977284,0.9215
Washington,53025011200,"Census Tract 112, Grant County, Washington",219.60017,0.6448
Washington,53025011300,"Census Tract 113, Grant County, Washington",109.9906235,0.9043
Washington,53025011401,"Census Tract 114.01, Grant County, Washington",103.5249532,0.6219
Washington,53025011403,"Census Tract 114.03, Grant County, Washington",70.69603798,0.9136
Washington,53025011404,"Census Tract 114.04, Grant County, Washington",125.3621684,0.4567
Washington,53025011405,"Census Tract 114.05, Grant County, Washington",95.56478903,0.8875
Washington,53025011406,"Census Tract 114.06, Grant County, Washington",239.3803435,0.5716
Washington,53027000201,"Census Tract 2.01, Grays Harbor County, Washington",8.652907984,0.6992
Washington,53027000202,"Census Tract 2.02, Grays Harbor County, Washington",114.0544489,0.3714
Washington,53027000300,"Census Tract 3, Grays Harbor County, Washington",558.2232836,0.4341
Washington,53027000401,"Census Tract 4.01, Grays Harbor County, Washington",240.6401395,0.5124
Washington,53027000402,"Census Tract 4.02, Grays Harbor County, Washington",10.04331109,0.4384
Washington,53027000501,"Census Tract 5.01, Grays Harbor County, Washington",43.69083128,0.5251
Washington,53027000502,"Census Tract 5.02, Grays Harbor County, Washington",8.499513134,0.6823
Washington,53027000600,"Census Tract 6, Grays Harbor County, Washington",38.28330944,0.564
Washington,53027000700,"Census Tract 7, Grays Harbor County, Washington",378.3364378,0.5266
Washington,53027000800,"Census Tract 8, Grays Harbor County, Washington",32.51057219,0.3237
Washington,53027000900,"Census Tract 9, Grays Harbor County, Washington",9.083978898,0.7822
Washington,53027001000,"Census Tract 10, Grays Harbor County, Washington",2.345360769,0.9741
Washington,53027001100,"Census Tract 11, Grays Harbor County, Washington",2.148049905,0.7417
Washington,53027001200,"Census Tract 12, Grays Harbor County, Washington",1.395529385,0.8339
Washington,53027001300,"Census Tract 13, Grays Harbor County, Washington",16.10110746,0.5851
Washington,53027001400,"Census Tract 14, Grays Harbor County, Washington",11.20828353,0.4743
Washington,53027001500,"Census Tract 15, Grays Harbor County, Washington",10.2164705,0.6039
Washington,53027001601,"Census Tract 16.01, Grays Harbor County, Washington",5.1578621,0.6363
Washington,53027001602,"Census Tract 16.02, Grays Harbor County, Washington",108.6244826,0.341
Washington,53027940000,"Census Tract 9400, Grays Harbor County, Washington",302.257065,0.8375
Washington,53029970100,"Census Tract 9701, Island County, Washington",10.2384289,0.4461
Washington,53029970200,"Census Tract 9702, Island County, Washington",6.968518317,0.2937
Washington,53029970300,"Census Tract 9703, Island County, Washington",18.09555402,0.4119
Washington,53029970401,"Census Tract 9704.01, Island County, Washington",2.884774993,0.5771
Washington,53029970402,"Census Tract 9704.02, Island County, Washington",2.725785525,0.7022
Washington,53029970500,"Census Tract 9705, Island County, Washington",8.919501762,0.2816
Washington,53029970601,"Census Tract 9706.01, Island County, Washington",0.62838641,0.8507
Washington,53029970602,"Census Tract 9706.02, Island County, Washington",0.763221723,0.803
Washington,53029970700,"Census Tract 9707, Island County, Washington",0.792250802,0.6086
Washington,53029970800,"Census Tract 9708, Island County, Washington",0.604168549,0.3804
Washington,53029970900,"Census Tract 9709, Island County, Washington",4.491318001,0.2686
Washington,53029971000,"Census Tract 9710, Island County, Washington",13.52783068,0.5284
Washington,53029971100,"Census Tract 9711, Island County, Washington",17.48443872,0.4136
Washington,53029971301,"Census Tract 9713.01, Island County, Washington",9.427161413,0.0127
Washington,53029971302,"Census Tract 9713.02, Island County, Washington",12.14474111,0.0458
Washington,53029971400,"Census Tract 9714, Island County, Washington",11.22992339,0.3048
Washington,53029971500,"Census Tract 9715, Island County, Washington",10.6646967,0.1648
